title,vote_average,vote_count,runtime,budget,popularity,imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Outros,Romance,Science Fiction,Thriller,War,Western,20th Century Fox,Columbia Pictures,Goldwyn,Mayer,Metro,Paramount Pictures,RKO Radio Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros,cluster,pca_0,pca_1,pca_2
The Punisher,5.8,6.429719478039138,89.0,16.012735246411598,2.3779,5.6,27327.0,1989,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1397717630679968,37.292372972627,5.231375126393757,13.79182,2.8339621957386507,2.0054881027059004,False,True,False,False,False,2,-0.49470095178618945,0.4052835883091552,-0.536265159088839
Eight Legged Freaks,5.8,7.148345743900068,99.0,17.216707972959764,6.636,5.5,61917.0,2002,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3642809672225214,41.46040531462039,5.4345713916560605,38.4888,2.9023391934519456,2.097814930441732,False,True,False,False,False,0,0.9256126170535679,1.0864224613623636,0.8173095898637784
Red Planet,5.7,6.97166860472579,106.0,18.197537205138154,3.242,5.7,61284.0,2000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16887582846472046,39.738511046937,5.521541584596042,18.479400000000002,2.954782000240642,2.075893831582556,False,True,False,False,False,0,0.391510131407656,0.8632541215170703,-0.6026545515263753
How the Grinch Stole Christmas,6.8,8.9614943233096,104.0,18.627694921466773,6.0259,6.4,313198.0,2000,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30701007041888984,60.93816139850527,5.298635444259703,40.97612,2.9769415750799,2.298727092803566,False,True,False,False,False,3,4.982163086079781,0.41345681323078304,-0.9188913359925439
Wayne's World,6.703,7.7437032581737535,95.0,16.811242881518265,4.7571,7.0,177900.0,1992,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26708411263855025,51.90604293953867,5.333709760287206,31.886841300000004,2.879829880465673,2.168333813675979,False,True,False,False,False,0,2.5581781021656735,0.0003236070135186342,-0.4372731064627876
Wayne's World 2,6.1,6.988413181999592,95.0,17.50439003707821,2.3748,6.2,90442.0,1993,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1283371132602312,42.62932041019751,5.133916860250111,14.486279999999999,2.918008003234778,2.0779921395538157,False,True,False,False,False,0,0.6945212091763091,0.46126039882701975,-1.101360054932782
My Best Friend's Wedding,6.6,7.9102237070973445,105.0,17.453096744006448,2.513,6.4,161877.0,1997,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13618310437873907,52.20747646684247,5.690101854264864,16.5858,2.9152322016057073,2.1871993485858647,False,True,False,False,False,0,1.9517348915461064,0.17840068273037063,-1.3248313223929375
Timber Falls,5.2,5.030437921392435,97.0,14.77102238760702,2.6468,5.2,6646.0,2007,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1678267860478008,26.158277191240664,6.150520721866661,13.763359999999999,2.758174230047056,1.7968196318819551,False,True,False,False,False,2,-1.2271421796627164,0.41297722365514855,0.17149650001335903
Pale Rider,7.2,7.01211529430638,115.0,15.747032114495013,3.4829,7.3,68223.0,1985,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.20797117818777303,50.487230119005936,6.866888366474461,25.07688,2.8182210553772427,2.080954807903027,False,True,False,False,False,0,0.6898274361595942,-1.0411351639052353,0.051417971922321115
Che: Part Two,6.7,6.464588303689961,135.0,17.87595358575207,1.9897,6.8,35870.0,2008,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10540924414551768,43.31274163472274,7.151956556086287,13.33099,2.937888814958388,2.0101702792613447,False,True,False,False,False,5,-0.043861077280335725,-0.13858124295026686,-0.5306995624961028
Che: Part One,6.8,6.646390514847729,134.0,17.87595358575207,2.4956,7.1,49030.0,2008,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1322105391212514,45.195455500964556,7.098979100115278,16.97008,2.937888814958388,2.0342337083680495,False,True,False,False,False,0,0.3033610145263065,-0.18692961830027366,-0.39990350750554915
Flame & Citron,6.9,5.420534999272286,130.0,15.687312888712007,2.3504,7.2,20532.0,2008,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084951937288287,37.40169149497878,7.7903495228364426,16.217760000000002,2.8146487234361532,1.8595014474498321,False,False,False,False,True,5,-0.6094479790496466,-0.828069963268563,0.2794218390033293
Franklyn,6.0,5.8888779583328805,98.0,16.300417291085605,3.6063,6.0,18427.0,2008,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208451619364015,35.33326774999728,5.664603249223156,21.6378,2.85073062208483,1.9299082210139993,False,True,False,False,False,2,-0.38958994694174065,0.7055137552491126,0.17833659639106297
Waltz with Bashir,7.7,6.889591308354466,90.0,14.220976332738882,1.876,8.0,61833.0,2008,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12325096360375393,53.049853074329384,5.912892710201414,14.4452,2.722674498387897,2.0655443348285374,False,False,True,False,False,5,0.27743207932797853,-0.7879055521317019,-0.26262453443294437
Adoration,5.9,3.912023005428146,100.0,15.363073279446223,3.734,6.3,3571.0,2009,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22819674129861076,23.080935732026063,6.111321405961724,22.0306,2.7950271667992697,1.5916858743493758,False,True,False,False,False,2,-1.1003015971702426,0.2595355275453238,0.7309450926084345
The Headless Woman,6.2,4.74493212836325,87.0,14.80876270134486,0.5893,6.5,5998.0,2008,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037276794593789936,29.418579195852153,5.5032769890713125,3.6536600000000004,2.760564387649371,1.748318097194945,False,False,False,True,False,5,-1.4973177308506134,0.06751513941713827,-0.5487208031000643
Wanted,6.525,8.884887201837403,110.0,18.132998684833918,8.8264,6.7,420646.0,2008,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4613181731411704,57.97388899198906,5.74922947583712,57.59226,2.9514145241647625,2.2910070455142164,False,True,False,False,False,3,6.860567833409709,0.27106002330335793,-0.20258501769108775
Pet Sematary,6.627,7.71289096149013,102.0,16.257857680289998,5.0801,6.5,119979.0,1989,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2943644625023142,51.11332840179509,5.91035120868409,33.6658227,2.8482675574586485,2.1648036487085602,False,True,False,False,False,0,1.7039073171187544,-0.15881944931376585,0.18404904218577411
Deep Blue Sea,6.0,7.821643126239982,105.0,17.909855136853043,7.7571,5.9,147859.0,1999,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41021467080846863,46.92985875743989,5.552660199673745,46.5426,2.939683221977514,2.1772081481599113,False,True,False,False,False,0,2.5232416880903674,0.8216079291385694,0.6841195260131602
Amelia,5.7,5.484796933490655,111.0,17.50439003707821,3.706,5.8,14019.0,2009,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20027679877986224,31.26334252089673,5.998576541976446,21.124200000000002,2.918008003234778,1.8694605040153234,False,True,False,False,False,2,-0.491949463727153,0.8781494726034533,0.11928894917594163
Antz,6.2,8.418918622147897,83.0,17.909855136853043,5.1276,6.5,167948.0,1998,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2711601946652104,52.19729545731696,4.389245681646865,31.791120000000003,2.939683221977514,2.242720286048383,False,True,False,False,False,0,2.5959827937436675,0.862867650804988,-0.6020318644298509
Garfield,5.724,8.315321775377567,80.0,17.72753358339242,8.0055,5.1,98046.0,2004,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4274722009896315,47.5969018422612,4.2717851576004655,45.823482,2.9299948251044747,2.2316605472441076,False,True,False,False,False,0,1.8281714615053763,1.824474298498953,0.7938236418158753
Jeepers Creepers,6.5,8.03689677268507,90.0,16.118095750958314,6.6608,6.2,151119.0,2001,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.38910870092703576,52.23982902245296,5.257594145362901,43.2952,2.840136135027038,2.2013158381130795,False,True,False,False,False,0,2.4525013104830182,0.46204542492614287,0.6185605331888452
Wendy and Lucy,6.856,5.820082930352362,80.0,12.206077645517674,2.8911,7.1,20472.0,2008,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21892192955425183,39.90248857049579,6.057816873971896,19.8213816,2.5806771513187536,1.919871631657153,False,True,False,False,False,5,-0.6420720359105087,-0.8377330388746188,0.717279445607939
What Just Happened,5.4,6.111467339502679,104.0,17.034386422832473,1.7611,5.6,28972.0,2008,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09765233807845859,33.00192363331447,5.76676120615507,9.509940000000002,2.8922802923091946,1.9617085993863232,False,True,False,False,False,2,-0.5884711555870178,0.8480990251151577,-0.7592563055559304
I Love You Phillip Morris,6.4,7.436617265234227,98.0,16.380459992348886,2.3198,6.6,101879.0,2010,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13347172635368726,47.59435049749905,5.638515899069469,14.84672,2.8553465862504646,2.1325814303088664,False,True,False,False,False,0,0.9383485976126649,0.4530261283989582,-0.8675647923054517
Steamboy,6.9,6.111467339502679,126.0,17.073607134447293,3.0104,6.8,19337.0,2004,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16656331951923115,42.169124642568484,6.971491582322324,20.771760000000004,2.894452704740662,1.9617085993863232,False,False,True,False,False,5,-0.26870021655503884,-0.13426556062384754,0.17794859710268796
Hancock,6.347,9.18901458526143,92.0,18.826145858727198,5.8117,6.4,528488.0,2008,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29313312034581696,58.322675572654305,4.640337091008682,36.886859900000005,2.987001564525397,2.3213101384624584,False,True,False,False,False,3,7.851757982631778,0.5316039792981534,-2.2476186864287144
Bad Boys II,6.647,8.635864721133736,146.0,18.683045016112164,8.7017,6.6,281755.0,2003,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4420911496608861,57.402592801375945,7.417551495740989,57.84019990000001,2.979757606083672,2.2654920457513943,False,True,False,False,False,3,4.907925637842382,-0.17947581097133936,0.608000327245882
Crimson Tide,7.2,7.512071245835466,116.0,17.78580249038432,2.7684,7.4,131067.0,1995,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14736660844896193,54.08691297001536,6.174875950035972,19.93248,2.9331013978571123,2.14148530261072,False,True,False,False,False,0,1.7204894979425065,-0.2931560767383723,-0.9449823440420745
The Tree of Life,6.737,8.058960017769417,139.0,17.281246492014,4.3166,6.8,188663.0,2011,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23612175471107338,54.29321363971256,7.603420262437845,29.0809342,2.905875752542279,2.2037543251405323,False,True,False,False,False,0,2.716400112897945,-0.47890737824596263,-0.28944128514588663
Boogeyman,4.95,6.648984550024776,89.0,16.811242881518265,1.5311,4.2,33338.0,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0859625580418499,32.91247352262265,4.99684388069012,7.578945,2.879829880465673,2.0345729004690494,False,True,False,False,False,2,-0.6850547812547203,1.5330657023712795,-0.9623065147732088
The Out-of-Towners,5.8,5.459585514144159,90.0,18.132998684833918,1.033,5.5,15412.0,1999,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053990491350361304,31.66559598203612,4.703915025684916,5.9914,2.9514145241647625,1.865565153838859,False,True,False,False,False,2,-0.9104002132169504,1.3112084335468572,-1.2138210142363093
The War of the Worlds,6.8,6.476972362889683,85.0,14.508658238524095,2.8043,7.0,40184.0,1953,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18082157443085647,44.04341206764984,5.480809409343793,19.06924,2.7413984640023243,2.011827945727636,False,True,False,False,False,1,-0.17707644737636552,-1.464125373497105,-0.26601958944137105
The Marine,6.0,6.647688373563329,92.0,16.811242881518265,5.5133,4.8,36784.0,2006,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30954044233043637,39.88613024137997,5.165276820488663,33.0798,2.879829880465673,2.034403428784452,False,True,False,False,False,0,0.26242736575215453,1.4259093443942863,0.6102122320904203
A Lot Like Love,6.8,7.1731917424865985,107.0,17.216707972959764,2.8256,6.6,72571.0,2005,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15511035277033702,48.77770384890887,5.873728675830288,19.21408,2.9023391934519456,2.100859498736788,False,True,False,False,False,0,0.6930982063906217,0.4276686493775037,-0.5804864760850327
Assault on Precinct 13,6.172,7.023758954738443,109.0,17.216707972959764,2.5818,6.3,83359.0,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14172703453512744,43.35064026864567,5.983517996873845,15.934869599999999,2.9023391934519456,2.0824070096723224,False,True,False,False,False,0,0.6401480794479892,0.45895325546651444,-0.6961235511672875
The Protector,7.128,6.778784897685177,111.0,15.607270193858982,4.1992,7.0,39919.0,2005,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252853114990131,48.31917875069994,6.683819718971361,29.931897600000003,2.809840562969964,2.0514001431756785,False,False,True,False,False,0,0.3412553319350109,-0.28906401219598366,0.7227562811280575
Disclosure,6.2,7.090076835776092,128.0,17.822843761378564,6.9779,6.2,56574.0,1994,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.37071444083903643,43.95847638181177,6.800247700224518,43.26298,2.9350712258973797,2.0906382286490426,False,True,False,False,False,0,1.0468390320534702,0.11663153495054393,1.1066939315085278
The River Wild,6.4,6.805722553416985,111.0,17.622173069956816,2.7518,6.5,52708.0,1994,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1477700797679452,43.55662434186871,5.9606362578101315,17.61152,2.92435297126682,2.0548571253925845,False,True,False,False,False,0,0.2928123528338391,0.159699487416585,-0.584644761181641
Stop-Loss,6.1,5.545177444479562,113.0,17.034386422832473,3.9356,6.4,21231.0,2008,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21822755195138357,33.82558241132533,6.265807848995412,24.00716,2.8922802923091946,1.8787285104503608,False,True,False,False,False,2,-0.29177659314974214,0.43562040773481125,0.35986152844600205
Harry and the Hendersons,6.1,6.536691597591305,110.0,16.118095750958314,2.0264,6.1,39536.0,1987,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11837765306848205,39.873818745306956,6.425948399887991,12.361040000000001,2.840136135027038,2.0197833055673775,False,True,False,False,False,2,-0.3224988174244406,-0.30657459332247905,-0.5960323907894751
The Sure Thing,6.5,5.673323267171493,100.0,15.319588176962746,2.1766,7.0,23008.0,1985,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13337346361917138,36.876601236614704,6.127605605952925,14.1479,2.7923661149628383,1.898117976801967,False,True,False,False,False,1,-0.6283445228581842,-0.6123100317113548,-0.2989132975643589
Friends with Money,5.1,6.368187186350492,88.0,15.687312888712007,1.9411,5.8,32866.0,2006,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11632190352906015,32.47775465038751,5.273467369304669,9.89961,2.8146487234361532,1.997171703943881,False,True,False,False,False,2,-0.5957434295887006,0.7511055714580641,-0.6281883000901529
Derailed,6.4,6.951772164398911,108.0,16.906553056777135,1.6796,6.6,77934.0,2005,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09379806346170672,44.491341852153035,6.031311534808482,10.74944,2.8851667384085613,2.073394817585529,False,True,False,False,False,0,0.4482595647243681,0.0554433497472166,-0.9721110935955627
Hellraiser,6.882,7.8838232148921525,94.0,13.815511557963774,5.0073,6.9,148489.0,1987,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3379768548935746,54.256471364887794,6.344701607652031,34.4602386,2.6956747101603242,2.184232006564957,False,True,False,False,False,0,2.0236324080843806,-1.1019509297800925,0.5333717137727739
Just Like Heaven,7.0,7.789868559054706,95.0,17.87595358575207,4.0319,6.7,122398.0,2005,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21359980472951337,54.529079913382944,5.032858317245906,28.223300000000002,2.937888814958388,2.1735997581216533,False,True,False,False,False,0,1.8367853737344184,0.6385690698878281,-0.5266955254162025
Dark Water,5.7,6.951772164398911,105.0,17.216707972959764,3.8886,5.6,66912.0,2005,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21346337690498743,39.625101337073794,5.763939354786731,22.16502,2.9023391934519456,2.073394817585529,False,True,False,False,False,0,0.4807138265570021,0.8361616947328313,-0.17292067348186616
Silentium,7.3,4.143134726391533,116.0,15.109895749283234,3.962,7.4,3583.0,2004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24593579385368022,30.244883502658187,7.200543181985589,28.9226,2.7794337259875124,1.637662762520353,False,False,False,True,False,5,-0.837354393671311,-0.7092686756887291,1.22584136080406
Jackass: The Movie,6.3,7.387090235656757,85.0,15.424948670398354,2.1748,6.6,104502.0,2002,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13240832855200968,46.53866848463757,5.175054224260081,13.701239999999999,2.7988014392758886,2.126693646935306,False,True,False,False,False,0,0.8478770661615931,0.16130637630170463,-0.9374908342565166
Midnight Run,7.193,7.040536390215956,126.0,17.216707972959764,2.196,7.5,99610.0,1988,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12054867450582536,50.64257825482337,6.9167272257440775,15.795828,2.9023391934519456,2.0844957961665043,False,True,False,False,False,0,1.0351316555570937,-0.8655189790353949,-0.8681093505560425
Treasure Planet,7.6,8.375629627094451,95.0,18.757152987716434,7.0701,7.2,141791.0,2002,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35785014189016384,63.65478516591782,4.808385097744807,53.73276,2.9835156023702574,2.238113729824736,False,True,False,False,False,0,3.02727328932099,0.8078025523135903,0.4626004965460133
The Santa Clause 2,6.0,7.197435354096591,104.0,17.989897843244528,1.9934,5.8,66960.0,2002,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1049716020831114,43.184612124579544,5.476596075370516,11.9604,2.943907145307067,2.10382134365453,False,True,False,False,False,0,0.35512378044919235,0.8141036527056489,-1.0735858447855073
For Love or Money,6.2,5.8916442118257715,94.0,17.216707972959764,4.4493,6.2,16107.0,1993,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2442428130595486,36.528194113319785,5.160098089047168,27.58566,2.9023391934519456,1.9303096939764732,False,True,False,False,False,2,-0.19705615202085186,0.6782493185779973,0.23066006890932628
The Importance of Being Earnest,6.9,6.194405391104672,97.0,16.52356082573315,1.5149,6.8,25475.0,2002,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08644932471574993,42.74139719862224,5.535404645473459,10.45281,2.8635463083350072,1.9733036949652514,False,True,False,False,False,2,-0.4122719894008784,0.3190044520933647,-0.7921184157020396
The Eye,5.9,6.980075940561763,98.0,16.300417291085605,2.5742,5.4,57964.0,2008,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14879409881785968,41.1824480493144,5.664603249223156,15.18778,2.85073062208483,2.07694792777756,False,True,False,False,False,2,0.0859869743776156,0.7426075307277982,-0.47190217026247844
The Banger Sisters,5.6,5.5254529391317835,98.0,16.118095750958314,2.0041,5.7,17765.0,2002,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11707493807468658,30.942536459137987,5.7249358471729375,11.22296,2.840136135027038,1.875710366758475,False,True,False,False,False,2,-0.8764603063027864,0.5417023771259707,-0.47504093076092657
Slither,6.5,7.370860166536716,95.0,16.52356082573315,3.7097,6.5,92256.0,2006,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2116978413743597,47.91059108248866,5.4212725909276145,24.11305,2.8635463083350072,2.124756647027194,False,True,False,False,False,0,1.0589288029977089,0.5601239926769905,-0.2618213263446915
Eight Below,7.0,7.456454555176209,120.0,17.50439003707821,2.7685,7.3,70306.0,2006,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1496131455537098,52.19518188623346,6.484947612947509,19.3795,2.918008003234778,2.134930002465673,False,True,False,False,False,0,0.8412367213609497,0.007584007527322301,-0.5094106717366198
Grease 2,5.2,6.542471960506805,115.0,16.395727463314174,2.6221,4.6,40164.0,1982,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1507324143546019,34.02085419463538,6.61081867616766,13.634920000000001,2.856224627983224,2.020549974511097,False,True,False,False,False,2,-0.49041269842209145,0.05550109612736501,-0.44706915577670725
The Heartbreak Kid,5.7,7.399398083331354,116.0,17.909855136853043,9.6939,5.9,99366.0,2007,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5126374543773077,42.17656907498872,6.134367458687184,55.25523,2.939683221977514,2.128160046535533,False,True,False,False,False,4,2.018861061475331,0.9467784195344501,1.7158550244652642
Trapped,6.2,6.369900982828227,106.0,17.216707972959764,4.0045,6.1,26529.0,2002,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21982566805946158,39.49338609353501,5.81883401530851,24.827900000000003,2.9023391934519456,1.997404270945216,False,True,False,False,False,2,-0.015655274011897258,0.6565331041032494,0.12862802920645955
Serpico,7.53,7.61085279039525,130.0,14.914123179965662,3.681,7.7,141656.0,1973,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23130397813145132,57.30972151167624,8.168844650119173,27.717930000000003,2.767206965277634,2.1530233600383717,False,True,False,False,False,0,1.844471129968079,-2.4069498574751105,0.0020505569386400635
The Cave,5.4,6.8690144506657065,97.0,17.216707972959764,3.1565,5.2,42949.0,2005,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17327499593699347,37.092678033594815,5.324782070612504,17.0451,2.9023391934519456,2.062932825955494,False,True,False,False,False,2,-0.04256989470885475,1.1783926820811015,-0.43776942047215767
The Family Stone,6.3,6.90975328164481,103.0,16.759949589762293,7.4755,6.3,80036.0,2005,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42091898753525997,43.5314456743623,5.7995660111205645,47.09565,2.8769458991457104,2.0680965906034654,False,True,False,False,False,0,1.425579888244446,0.6272794502889065,1.2840814877574922
Tristan & Isolde,6.7,6.688354713946762,125.0,17.249497794707484,3.4742,6.8,55150.0,2006,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1903723619730264,44.811976583443304,6.849503553804703,23.277140000000003,2.9041375615516505,2.0397068092543598,False,True,False,False,False,0,0.4661526397988256,-0.06252959361571059,0.008268345948314437
10,5.7,5.60947179518496,122.0,15.76142084987672,2.8658,6.1,19952.0,1979,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1709759587607442,31.97398923255427,7.278619222838576,16.335060000000002,2.819079867706262,1.8885037407137346,False,True,False,False,False,1,-0.7461293244028057,-0.895807343599821,0.01587029699184453
DOA: Dead or Alive,5.2,6.742880635791903,87.0,16.860033043306743,2.4544,4.8,47234.0,2006,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13742415784162368,35.062979306117896,4.871211592332651,12.762880000000001,2.8825654255757986,2.04677379352855,False,True,False,False,False,2,-0.20620437782580164,1.366543388924312,-0.7350684154591317
Gone Fishin',4.8,5.0106352940962555,94.0,17.78580249038432,1.0408,4.8,10912.0,1997,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05540354214480551,24.051049411662024,5.003778787098115,4.995839999999999,2.9331013978571123,1.7935304491330344,False,True,False,False,False,2,-1.274711430089722,1.311220013829654,-1.0978465882295003
