title,vote_average,vote_count,runtime,budget,popularity,imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Outros,Romance,Science Fiction,Thriller,War,Western,20th Century Fox,Columbia Pictures,Goldwyn,Mayer,Metro,Paramount Pictures,RKO Radio Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros,cluster,pca_0,pca_1,pca_2
Four Rooms,5.9,7.900636613018005,98.0,15.201805169084134,2.7943,6.7,114450.0,1995,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17246843613031534,46.61375601680623,6.048708707286585,16.48637,2.7851226662208344,2.1861228037325624,False,True,False,False,False,0,1.0855902895715959,-0.46749999491380756,-0.6589643884689433
Judgment Night,6.5,5.863631175598097,109.0,16.860033043306743,1.8302,6.6,20057.0,1993,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10247461444008296,38.11360264138763,6.103012224876539,11.8963,2.8825654255757986,1.926236627583198,False,True,False,False,False,2,-0.5467763891302267,-0.03714076688732404,-0.6128480989939553
Citizen Kane,8.0,8.646992628951082,119.0,13.640833308858063,5.0732,8.3,483151.0,1941,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3465103312753783,69.17594103160866,8.127952657448951,40.5856,2.6838144269172495,2.2666462221113215,False,True,False,False,False,3,6.962038518605322,-4.238561126575489,-0.9813589694385517
Dancer in the Dark,7.9,7.533158807455563,140.0,16.341239282272525,3.2226,7.9,121043.0,2000,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18583446935619968,59.51195457889895,8.073240771385825,25.45854,2.8530874383644576,2.143959610356956,False,True,False,False,False,0,1.7097037177338397,-1.470344890424104,-0.1442377852818458
My Life Without Me,6.0,6.159095388491933,106.0,14.731801689838349,1.431,7.4,26278.0,2003,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09096224502526794,36.95457233095159,6.737944075945773,8.586,2.755684248962421,1.9683836306012874,False,True,False,False,False,5,-0.654050673444075,-0.7869390966680648,-0.3635051359515362
Jarhead,6.7,7.998335395952982,123.0,18.09217669086922,4.2637,7.0,216482.0,2005,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22332183852243012,53.58884715288498,6.442429377831203,28.56679,2.949278653807992,2.197039604224524,False,True,False,False,False,3,3.164488122972767,-0.19872582892059643,-0.7809652439865363
Walk on Water,6.9,4.465908118654584,103.0,14.151983508870947,0.7255,7.3,7150.0,2004,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04788151990630439,30.81476601871663,6.797789869537356,5.00595,2.7181314480634406,1.6985302777514544,False,False,True,False,False,5,-1.4718274648987308,-0.9509055969503365,-0.2121666105890254
Apocalypse Now,8.272,9.051110146405625,147.0,17.265498135541893,8.1883,8.4,744959.0,1979,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4482932761667643,74.87078313106733,8.047960088970159,67.7336176,2.905013932557636,2.3076830907334887,False,True,False,False,False,3,11.662017258702285,-2.9792223060395093,-1.3487817786436256
Unforgiven,7.9,8.432941638968646,130.0,16.48273883399067,6.2133,8.2,456038.0,1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35539626021981424,66.62023894785231,7.435905851733516,49.08507,2.8612140418204977,2.2442079927481897,False,True,False,False,False,3,7.098948786047078,-1.9076708409923544,-0.7203051848079517
The Simpsons Movie,7.0,9.007734471879521,87.0,18.132998684833918,9.359,7.3,358017.0,2007,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4891548969487236,63.05414130315665,4.5471178581620855,65.513,2.9514145241647625,2.3033582412258626,False,True,False,False,False,3,6.337480482754412,0.6661446829305644,0.2686328541489822
A History of Violence,7.2,8.130647968160584,96.0,17.281246492014,6.5548,7.4,265294.0,2005,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3585532311958819,58.54066537075621,5.251283058949878,47.19456,2.905875752542279,2.211636663409516,False,True,False,False,False,3,4.3840788312475745,0.06438436494007557,-0.06426918400869715
Twelve Monkeys,7.6,9.058703197313223,129.0,17.182806422433504,7.5846,8.0,665488.0,1995,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4171303276177601,68.84614429958049,7.094614384765321,57.642959999999995,2.9004764455064254,2.3084382495346825,False,True,False,False,False,3,10.320705902783068,-1.8713523868949933,-1.44097691727823
8 Mile,7.14,8.917042560738766,111.0,17.529082649058825,7.8305,7.2,339459.0,2002,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42260591893888205,63.66768388367478,5.9905825939870905,55.909769999999995,2.919341532814849,2.2942547478897235,False,True,False,False,False,3,5.743753997418622,-0.328790599332205,0.07677992801348754
Absolute Power,6.7,7.033506484287697,121.0,17.72753358339242,2.985,6.7,63038.0,1997,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15939098369296734,47.12449344472757,6.461075050870703,19.9995,2.9299948251044747,2.083621105656923,False,True,False,False,False,0,0.5713482460475501,0.026148528431035323,-0.4433729708089889
Paradise Now,6.9,5.575949103146316,90.0,14.508658238524095,2.6298,7.4,24542.0,2005,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16956979511402714,38.47404881170958,5.803209962834605,18.14562,2.7413984640023243,1.883418917934741,False,True,False,False,False,5,-0.44271941675821314,-0.3131134107058885,0.11387588535395071
Brazil,7.7,8.13739583005665,143.0,16.52356082573315,5.8366,7.8,217076.0,1985,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333071574781138,62.65794789143621,8.160441900027884,44.94182,2.8635463083350072,2.2123754247435152,False,True,False,False,False,3,3.571651319740989,-1.704686363072268,0.3566679499864631
Walk the Line,7.5,7.993619994827744,136.0,17.147715103853763,3.1302,7.8,274907.0,2005,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1724845239241873,59.952149961208086,7.494056371378658,23.476499999999998,2.8985446631912657,2.196515436491692,False,True,False,False,False,3,3.890438231243214,-1.225126470630833,-1.197837311466491
Billy Elliot,7.593,8.271804031154709,110.0,15.424948670398354,5.0813,7.7,148323.0,2000,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3093647415262676,62.8078080085577,6.697128996101281,38.582310899999996,2.7988014392758886,2.226977970261321,False,True,False,False,False,0,2.489530188114161,-0.9566613833865244,0.4407625032906257
War of the Worlds,6.519,9.061492275239766,117.0,18.6983124881264,8.3804,6.6,492014.0,2005,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42543745841434255,59.07186814228804,5.939595083107975,54.6318276,2.9805329715736746,2.308715491169657,False,True,False,False,False,3,7.791853158705164,0.02045521355852961,-0.8368307715942894
Mars Attacks!,6.4,8.62622695244036,106.0,18.064005814299346,6.2753,6.4,252834.0,1996,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3291700632661937,55.20785249561831,5.560216516535708,40.16192,2.94780204478482,2.264491347627746,False,True,False,False,False,3,3.990111461043489,0.25362820626703975,-0.4780973699639975
Before Sunrise,8.0,8.368461137615839,101.0,14.731801689838349,7.2785,8.1,360836.0,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462661565629918,66.94768910092671,6.420116525193613,58.228,2.755684248962421,2.2373488498507657,False,True,False,False,False,3,5.920130216823962,-1.4614384030042533,0.5555568199520031
Hero,7.5,7.749322464660356,99.0,17.249497794707484,7.0378,7.9,191061.0,2002,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3856434888877339,58.11991848495267,5.424806814613325,52.7835,2.9041375615516505,2.1689762647612185,False,False,True,False,False,3,3.425369569214538,-0.12650843780786436,0.7448750902490184
Before Sunset,7.8,8.162516250140179,80.0,14.80876270134486,3.5573,8.1,303407.0,2004,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22502077279567104,63.667626751093394,5.060484587651781,27.74694,2.760564387649371,2.2151208407599206,False,True,False,False,False,3,4.341293215361217,-0.7843465135256872,-1.1307653283892878
Nausicaä of the Valley of the Wind,8.0,8.228443883004033,117.0,13.815511557963774,9.8054,8.0,191286.0,1984,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6618333738688429,65.82755106403226,7.897128596758379,78.4432,2.6956747101603242,2.222290440910619,False,False,True,False,False,3,3.956238321158241,-2.02303904888216,3.150011247194341
Miami Vice,6.0,7.513163545234075,132.0,18.72078534381011,5.1249,6.1,127750.0,2006,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25987301776542004,45.07898127140445,6.693445402844045,30.7494,2.9816731731183266,2.1416136179512733,False,True,False,False,False,0,1.8248549987883753,0.520465884703598,-0.12066664188953619
Indiana Jones and the Temple of Doom,7.298,9.164505835632383,118.0,17.147715103853763,9.9489,7.5,553846.0,1984,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5482177752441848,66.88256358844514,6.502195969284424,72.6070722,2.8985446631912657,2.318901831597798,False,True,False,False,False,3,9.108107406564955,-1.358524281166272,-0.043089431808178064
Dirty Dancing,7.329,8.741935464094144,100.0,15.607270193858982,7.9335,7.1,270380.0,1987,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47771246613026397,64.06964501634599,6.021459206280506,58.1446215,2.809840562969964,2.276439810859652,False,True,False,False,False,3,4.676560096964405,-0.877317173696799,0.8494805374704082
Beverly Hills Cop,7.201,8.366835309827675,105.0,16.454567959008102,5.0335,7.4,224789.0,1984,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28837723235666046,60.249581066069084,6.015617243955369,36.246233499999995,2.859601388546752,2.2371752921174464,False,True,False,False,False,3,3.4754626720031108,-0.8728771887545507,-0.44863747285846606
Beverly Hills Cop II,6.517,7.874358824729881,103.0,17.147715103853763,4.7152,6.6,143935.0,1987,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25982334266415186,51.317196460764634,5.675645634205895,30.728958400000003,2.8985446631912657,2.183166087650818,False,True,False,False,False,0,2.0650723747602737,-0.03379860038732069,-0.32497491630049546
Tron,6.639,7.776115477098742,95.0,16.648723960844016,5.0148,6.7,134786.0,1982,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2841451886904676,51.62563065245855,5.382825421870149,33.2932572,2.8706634839297305,2.1720338811701727,False,True,False,False,False,0,1.966038675981614,-0.19210955879167507,-0.1155656284387599
All About My Mother,7.642,7.572502985020384,101.0,15.928422779341124,2.688,7.8,107120.0,1999,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15878620442303368,57.86906781152578,5.966297115597619,20.541696,2.828994030514129,2.1485597535637297,False,False,False,True,False,0,1.2741482173355994,-0.52646076663534,-0.4936885455020517
"Lock, Stock and Two Smoking Barrels",8.113,8.820551743253025,105.0,14.115615891155079,2.9769,8.1,636692.0,1998,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19694202481963946,71.56113629301178,6.946458599906662,24.1515897,2.715728374417829,2.2844773064553334,False,True,False,False,False,3,8.840657014771995,-2.483985816794284,-2.8366186665887523
Run Lola Run,7.3,7.76046702921342,81.0,14.240778946963175,2.7927,7.6,213864.0,1998,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18323866580037654,56.651409313257965,5.314688985508827,20.38671,2.7239746609577837,2.1702492173643164,False,False,False,True,False,0,2.6049289495479804,-0.7808751854358215,-0.8460030982636426
Italian for Beginners,6.3,4.912654885736052,118.0,13.815511557963774,1.1592,7.0,14251.0,2000,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07824232025095994,30.94972578013713,7.964625422371698,7.30296,2.6956747101603242,1.777094949793928,False,False,False,False,True,5,-1.3070747364136786,-1.4409266554984006,-0.024831429684466055
Match Point,7.4,8.331345424845724,124.0,16.52356082573315,3.5712,7.6,234213.0,2005,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20379419659705997,61.65195614385836,7.07618738184236,26.426880000000004,2.8635463083350072,2.2333792086263604,False,True,False,False,False,3,3.4136926186652174,-1.0052688978195135,-0.8033476328414577
The Untouchables,7.757,8.672314828283538,119.0,17.034386422832473,5.3853,7.8,344609.0,1987,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2986128761875663,67.2711461229954,6.5985056108889735,41.773772099999995,2.8922802923091946,2.2692676632669726,False,True,False,False,False,3,5.431684789149427,-1.2817899664047125,-0.8017605338161976
The Lord of the Rings,6.6,6.876264611890766,132.0,15.201805169084134,3.6034,6.2,38003.0,1978,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2224073158758825,45.38334643847906,8.147240299610504,23.78244,2.7851226662208344,2.063853757456126,False,True,False,False,False,1,-0.009250790457781766,-1.4820103286644866,0.4348261912098802
"O Brother, Where Art Thou?",7.318,8.359603270841466,107.0,17.073607134447293,4.5571,7.7,342251.0,2000,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2521411451571513,61.175576736017845,5.920234915146735,33.3488578,2.894452704740662,2.2364029039973454,False,True,False,False,False,3,5.1342639492380275,-0.6429280639120541,-1.233047485753164
Groundhog Day,7.614,9.02485381183907,101.0,16.496532155171714,6.1941,8.0,719062.0,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35401872468591533,68.71523692334269,5.772572479178161,47.161877399999995,2.8620026987310574,2.305067390726117,False,True,False,False,False,3,10.735168941274544,-1.5874136707290551,-2.369060926710587
Dracula,7.156,7.138866999945524,74.0,12.779875885354993,4.4465,7.3,62303.0,1931,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3226807002467752,51.08573225161017,5.37014996475011,31.819154,2.6232092586766624,2.0966509811308525,False,True,False,False,False,1,0.4611936256214646,-2.362233122100086,0.6146756476855946
Bad Education,7.4,6.8966943316227125,105.0,15.424948670398354,1.9336,7.4,65033.0,2004,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11772335115328579,51.03553805400807,6.392714041733041,14.30864,2.7988014392758886,2.0664442328678336,False,False,False,True,False,5,0.29077250755337347,-0.6003201173996329,-0.36403123519651226
Brokeback Mountain,7.8,8.87905466204227,134.0,16.454567959008102,8.4541,7.7,402570.0,2005,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4843488546868865,69.2566263639297,7.677073435143042,65.94198,2.859601388546752,2.2904168252024366,False,True,False,False,False,3,6.855779885753769,-1.3796135009068142,0.6430899203278255
All Quiet on the Western Front,7.7,6.731018100482083,133.0,14.186291049260577,3.3856,8.1,70208.0,1930,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22293791084458675,51.828839373712036,8.757898789676878,26.06912,2.720393116237607,2.045240561621599,False,True,False,False,False,1,0.4873260057307145,-3.968866963577182,0.35437834802473833
Wings of Desire,7.774,7.228388451573604,128.0,14.731801689838349,2.6142,7.9,81168.0,1987,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16617295663525886,56.1934918225332,8.136385299255272,20.3227908,2.755684248962421,2.107590181611361,False,False,False,True,False,5,0.7010163934639775,-2.14665578843742,0.11810324596823402
"Crouching Tiger, Hidden Dragon",7.437,8.103796712981794,120.0,16.648723960844016,6.7666,7.9,288698.0,2000,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3834044894697532,60.2679361544456,6.799358427625451,50.323204200000006,2.8706634839297305,2.2086915477170286,False,False,True,False,False,3,4.707413307541241,-0.9770866228293354,0.36140738557994967
The Secret Life of Words,7.0,5.342334251964811,115.0,15.424948670398354,1.6891,7.4,13438.0,2005,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10283745988467885,37.39633976375367,7.001543950469521,11.8237,2.7988014392758886,1.8472468792313919,False,True,False,False,False,5,-0.7555387226136749,-0.675344636944736,-0.19697211525229832
Akira,7.941,8.395251520610994,124.0,15.555976908243359,8.4825,8.0,216750.0,1988,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5123527320080092,66.66669232517191,7.489742265722741,67.3595325,2.8067471791188643,2.240204404259173,False,False,True,False,False,3,4.1496532151182315,-1.5551945954576176,1.8622703764323654
48 Hrs.,6.691,7.353081920515432,96.0,16.300417291085605,3.8058,6.9,90051.0,1982,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21998313312136214,49.19947113016875,5.5489991012798265,25.4646078,2.85073062208483,2.1226305630422626,False,True,False,False,False,0,1.064516999799199,-0.425249445361093,-0.2928846668826107
Star Trek: The Motion Picture,6.476,7.483806687665835,131.0,17.599700214609808,4.93,6.4,99879.0,1979,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26505803551218277,48.465132109323946,7.043124270202017,31.926679999999998,2.923145463095171,2.1381592509249066,False,True,False,False,False,0,1.388059615833671,-0.6834689871782149,0.08700110929372257
Lost in Translation,7.385,8.932344569113823,102.0,15.201805169084134,5.4641,7.7,512290.0,2003,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3372525433416799,65.96536464290558,6.295594776971752,40.3523785,2.7851226662208344,2.295796559866714,False,True,False,False,False,3,7.608639200272117,-1.457744715342574,-1.300996244254507
Star Trek II: The Wrath of Khan,7.5,7.592366128519796,112.0,16.300417291085605,3.453,7.7,132953.0,1982,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19959056142415876,56.94274596389847,6.4738322848264644,25.897499999999997,2.85073062208483,2.1508741495820525,False,True,False,False,False,0,1.8346570992909337,-1.0812961081938122,-0.4795235793587292
Star Trek III: The Search for Spock,6.6,7.247792581767846,105.0,16.705882371415992,1.9806,6.6,88720.0,1984,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11186112945138726,47.83543103966778,5.930232551951764,13.071959999999999,2.8738969217360877,2.1099455986981406,False,True,False,False,False,0,0.6681578149240113,-0.38257775148800466,-1.028726715103604
Ocean's Twelve,6.564,8.915566545710645,125.0,18.5159909328476,5.4662,6.5,428014.0,2004,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.280088262943378,58.52177880604467,6.405004000571193,35.880136799999995,2.9712341773525197,2.294105900602619,False,True,False,False,False,3,6.378485587405686,-0.2616396328880267,-1.5525985493224057
Breakfast at Tiffany's,7.6,8.35819745992578,115.0,14.731801689838349,4.856,7.5,199237.0,1961,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3086741172904969,63.52230069543592,7.310033667299659,36.9056,2.755684248962421,2.2362526928760125,False,True,False,False,False,3,2.9734605527191285,-2.3387318037577174,0.035321741303330045
K-PAX,7.2,7.813995675002791,120.0,17.6867115897055,3.0523,7.4,197837.0,2001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16334067047310294,56.26076886002009,6.421675607500035,21.97656,2.927812661081278,2.176340875723372,False,True,False,False,False,0,2.7591804252599497,-0.41956196917799493,-1.1251614445937526
Star Trek IV: The Voyage Home,7.1,7.331714969726466,118.0,16.860033043306743,3.525,7.3,94366.0,1986,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1973680558962367,52.055176285057904,6.606930665462676,25.0275,2.8825654255757986,2.1200693137072997,False,True,False,False,False,0,1.210237710579818,-0.7955282662975586,-0.31059089331258277
Predator 2,6.281,8.149890544402423,108.0,17.370858648025116,10.0199,6.3,192580.0,1990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454236076808063,51.18946250939162,5.878875999713279,62.93499189999999,2.910765639997766,2.2137419168554895,False,True,False,False,False,3,3.6340268985425515,0.16735859557352734,1.4947519077238678
Star Trek V: The Final Frontier,5.7,7.094234845924755,106.0,17.312018149733785,2.8313,5.5,66259.0,1989,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15461430721884473,40.437138621771105,5.78854821643681,16.13841,2.9075575737885786,2.091152060849253,False,True,False,False,False,0,0.2894849481294559,0.37733211363461144,-0.6839305862287466
"20,000 Leagues Under the Sea",7.039,6.81783057145415,127.0,15.424948670398354,2.6066,7.2,39071.0,1954,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15869760401125088,47.99070939246576,7.732139840953297,18.3478574,2.7988014392758886,2.0564070955388662,False,True,False,False,False,1,-0.052129493242574876,-2.310957484185532,-0.18583760920590534
Star Trek VI: The Undiscovered Country,7.0,7.16703787691222,110.0,17.11134746100564,1.9212,7.2,83291.0,1991,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10607714330125963,50.16926513838554,6.073540372235352,13.4484,2.896538673379569,2.1001062821653376,False,True,False,False,False,0,0.7477433027932685,-0.4295375955094902,-1.0177653215710754
Saw,7.421,9.160940021681055,103.0,13.997832948091215,8.8423,7.6,491482.0,2004,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5895718421857317,67.98333590089511,6.867658838212948,65.6187083,2.7079057205381436,2.318550959689458,False,True,False,False,False,3,7.9698187305401,-1.5334827166464997,0.7249939646411084
The Fisher King,7.3,7.226209010100671,138.0,16.993564429978885,1.8297,7.5,94180.0,1991,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1016863560924903,52.7513257737349,7.669408723158802,13.356810000000001,2.8900141622986397,2.107325277958658,False,True,False,False,False,0,0.9055632028625393,-1.1804577500822035,-0.8843767527722775
Blown Away,6.2,6.343880434126331,121.0,17.147715103853763,2.1092,6.2,35438.0,1994,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.11622399778317548,39.33205869158325,6.6675060363001295,13.07704,2.8985446631912657,1.9938673724294378,False,True,False,False,False,2,-0.2655065518555841,-0.09516708125567613,-0.5824071865312495
The Interpreter,6.309,7.29505641646263,128.0,18.197537205138154,2.7566,6.4,112661.0,2005,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435913352084665,46.024510931462736,6.6675219134744665,17.3913894,2.954782000240642,2.115659724880597,False,True,False,False,False,0,1.220351245243438,0.2089650521334124,-0.8234525655014644
Minority Report,7.349,9.104090572133472,145.0,18.440483381052466,7.3745,7.6,604461.0,2002,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37933727549117974,66.90596161460888,7.458662274896068,54.195200500000006,2.9673576640036337,2.312940348995887,False,True,False,False,False,3,9.420622700000798,-1.3303147976571958,-1.3942040243151523
The Good German,5.8,5.771441123130016,108.0,17.281246492014,1.2806,6.0,26624.0,2006,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07004992797178347,33.47435851415409,5.907693441318613,7.427479999999999,2.905875752542279,1.9127139332707952,False,True,False,False,False,2,-0.657064590906811,0.48020542415256945,-0.8565900002870319
The Wizard,6.0,5.755742213586912,100.0,15.607270193858982,1.3344,6.1,17233.0,1989,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08035035164860707,34.53445328152147,6.021459206280506,8.0064,2.809840562969964,1.9103928415548865,False,True,False,False,False,2,-0.9207036536763036,-0.26134331699859115,-0.6807131440856647
Lucky Number Slevin,7.482,8.335911094196945,110.0,17.11134746100564,4.2791,7.7,333325.0,2006,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2362662418802936,62.369286806781545,6.073540372235352,32.0162262,2.896538673379569,2.2338683720379846,False,True,False,False,False,3,4.970480267628881,-0.6174884091513755,-1.2100142576393338
Sin City,7.462,9.029657471850737,124.0,17.50439003707821,5.4435,8.0,809019.0,2005,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2941734360923314,67.3793040549502,6.701112533379092,40.619397,2.918008003234778,2.3055464510268724,False,True,False,False,False,3,11.862253243792214,-1.7209918905185466,-3.159948522603856
