imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Outros,Romance,Science Fiction,Thriller,War,Western,20th Century Fox,Columbia Pictures,Goldwyn,Mayer,Metro,Paramount Pictures,RKO Radio Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros
7.0,43998.0,1995,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07985249196300012,43.89223824479081,5.4212725909276145,9.37531,2.8635463083350072,2.0216906437586566,False,True,False,False,False
6.2,47184.0,1979,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19646064923745155,43.15579484671665,7.211359259034833,20.25261,2.7950271667992697,2.060529603785608,False,True,False,False,False
7.5,75595.0,1994,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08537769189746486,49.83378013196314,7.287871781248204,11.37413,2.9041375615516505,2.0575211895900476,False,True,False,False,False
4.9,52750.0,2005,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21409119263604132,44.97847957772429,5.339731447000581,23.25452,2.9299948251044747,2.1696147169156137,False,True,False,False,False
6.4,118737.0,2002,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20315199070149173,45.07898127140445,5.539742469778066,20.242800000000003,2.809840562969964,2.1416136179512733,False,True,False,False,False
4.7,54824.0,2005,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20905195925372286,36.35595898936727,4.635174605454666,19.84002,2.8851667384085613,2.0617376107948178,False,True,False,False,False
7.2,87418.0,1986,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06179214098037757,50.724576560717225,6.052613596967847,8.575700000000001,2.987001564525397,2.1097728707008656,False,True,False,False,False
5.6,29460.0,2001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.07158313354642289,35.31646027759171,4.651649303177305,7.94368,2.9514145241647625,1.9585506171458116,False,True,False,False,False
7.4,46528.0,2001,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09726710953306025,42.90269311914491,7.059800657085432,12.22762,2.8738969217360877,1.9519820823132483,False,True,False,False,False
6.3,98278.0,2005,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33694668924282595,48.13336761010965,5.388969666403839,38.378,2.910765639997766,2.170589250948322,False,True,False,False,False
6.4,156506.0,2005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24127447097645202,49.54192937186846,4.7029903531539485,27.873594399999998,2.894452704740662,2.169123953075505,False,True,False,False,False
7.3,45047.0,1941,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08812793886005504,47.781750900475274,6.638260630864679,9.331529999999999,2.7022698741450055,2.0450861030246124,False,True,False,False,False
6.9,25733.0,1969,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10179523247149899,39.779818609215425,7.629873764259762,12.15159,2.85073062208483,1.9117905099724466,False,True,False,False,False
6.3,19422.0,1989,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05276302139837351,36.320703947544516,6.119422584862907,5.86656,2.8706634839297305,1.9117905099724466,False,True,False,False,False
6.9,10783.0,2003,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711554344987569,29.797781115782392,6.314800682872296,7.4323999999999995,2.7318147856895654,1.6830650011356274,False,False,False,True,False
5.7,61967.0,2001,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233593894790476,38.41421877593589,5.373901242116086,11.07168,2.943418680238601,2.046315976868779,False,True,False,False,False
7.0,32852.0,2002,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09048405306173257,38.15290720422937,5.817275741438396,10.57386,2.8738969217360877,1.9140867590359603,False,True,False,False,False
4.9,44830.0,2001,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1763926886202172,37.59629513180575,5.072744874650552,17.666583199999998,2.9299948251044747,2.083181154566478,False,True,False,False,False
4.5,64490.0,2001,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2985231408230771,35.236975522545634,5.2865772418363015,24.9581802,2.845688494284694,2.11080512331681,False,True,False,False,False
5.5,39507.0,1995,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704539741336009,37.01439688715461,5.606705814541368,7.37751,2.910765639997766,2.014069852200787,False,True,False,False,False
7.5,115930.0,1979,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3935487393816401,59.0520339751714,5.801822637601419,48.8863254,2.7851226662208344,2.1635648745795177,False,True,False,False,False
5.6,34511.0,2000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08061717672845728,36.51453475905123,6.048998890929759,8.154104400000001,2.8635463083350072,1.9914500672545563,False,True,False,False,False
7.6,59810.0,1965,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1523119231506575,51.37028889363392,7.714042027213504,15.3561924,2.610918042212423,2.0713300379567254,False,True,False,False,False
6.0,9873.0,1986,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06995096825166046,35.29334857154212,6.701112533379092,8.15472,2.918008003234778,1.887390630978784,False,True,False,False,False
6.5,31002.0,1975,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06780163066271849,39.7753526915457,7.5268240078506325,7.093799999999999,2.809840562969964,1.9897285248560848,False,True,False,False,False
7.2,32272.0,1969,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04605407652998327,47.13200222601266,5.577142762570991,4.9912109,2.7239746609577837,2.0318311119735313,False,True,False,False,False
6.1,38431.0,1984,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05531410023564355,41.387732948610065,6.5625931363860595,6.10659,2.8635463083350072,2.0241245605340272,False,True,False,False,False
6.8,48889.0,1989,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1883180188736633,47.40734651213537,4.816464264953786,22.33324,2.858776694952755,2.075893831582556,False,True,False,False,False
7.6,114653.0,2008,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11113214239784606,51.68928789481006,6.764854491835755,14.592580199999999,2.8922802923091946,2.0917655066433745,False,True,False,False,False
6.4,28850.0,1988,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11420749670028554,40.06132137001551,5.693237029669863,12.581760000000001,2.845688494284694,1.9823221775970696,False,True,False,False,False
4.6,11677.0,1991,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06241065858137075,24.535672377868124,5.112294475621917,5.04921,2.845688494284694,1.827827111719085,False,True,False,False,False
6.8,42651.0,1984,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19976521043869977,45.52583962141713,6.659619250793009,23.116495999999998,2.840136135027038,2.045702691419236,False,True,False,False,False
7.2,52369.0,1985,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.14599182756966764,46.26544470217166,7.409056002886937,18.3449,2.887646092051199,2.029377654835695,False,True,False,False,False
6.9,32563.0,2006,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05629144891428013,40.963401116384524,6.0872938495806626,6.95772,2.9299948251044747,1.9749939323524341,False,True,False,False,False
7.9,12559.0,2001,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04112460955234797,39.71567472022033,4.838189359099762,5.7494,2.912095818355775,1.828693382742085,False,False,False,True,False
5.7,44420.0,1995,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15750969903135995,38.719774685482115,5.778822924904807,17.38956,2.9462803500570764,2.0380755478691652,False,True,False,False,False
5.8,37737.0,1979,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09646255702862873,37.50091815956312,6.423216370057101,10.2923568,2.910765639997766,2.0091222983932866,False,True,False,False,False
7.0,55893.0,1993,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10653263913990853,43.16126730707661,5.605835205584234,12.91884,2.910920931997558,2.0201672674640334,False,True,False,False,False
6.7,92640.0,1986,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16555244992683166,47.12449344472757,5.701611092811174,18.87055,2.8339621957386507,2.083621105656923,False,True,False,False,False
5.3,29700.0,2003,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07670979861313312,34.84279838323933,4.77583546539472,7.6857,2.9023391934519456,1.9926648078181803,False,True,False,False,False
7.4,44092.0,1981,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2083502465063347,47.616366372332834,7.445403928029973,24.782400000000003,2.8045874357679663,2.0299077797724374,False,True,False,False,False
7.3,70492.0,1981,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19566726162888842,48.642280556193185,8.191290012076028,23.576700000000002,2.845688494284694,2.0730332048701134,False,True,False,False,False
7.8,108981.0,1993,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23448489452067584,53.19430286981009,6.025742143497509,29.477249999999998,2.819079867706262,2.0909468159488074,False,True,False,False,False
6.2,128662.0,2002,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25902594513806354,47.05151916196977,5.928623336352066,30.199040000000004,2.9023391934519456,2.1224770688150874,False,True,False,False,False
4.1,41202.0,2000,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1440803056586741,28.869611575793073,5.135942454563003,10.806144,2.8635463083350072,2.047077989798873,False,True,False,False,False
7.3,32877.0,1963,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17783574803309435,46.46609999202738,6.535075720095337,20.37672,2.767206965277634,2.008700491083826,False,True,False,False,False
7.2,24640.0,1961,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.1842634181095242,41.236821274155744,7.65346816024017,20.59926,2.7851226662208344,1.942525987706513,False,True,False,False,False
5.4,7628.0,2004,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04879392596186969,30.98612550780594,7.297641626903675,4.64227,2.887646092051199,1.9237286302332202,False,False,False,True,False
7.1,24004.0,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10155190951392074,38.43210291018792,6.924678087222582,11.1309,2.809840562969964,1.92030598439472,False,True,False,False,False
6.9,40447.0,1980,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11815520946858554,43.92322333607121,5.820734781838071,13.909619,2.8635463083350072,2.0199754438593875,False,True,False,False,False
6.9,94223.0,1996,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11262000270225862,44.135632030840384,6.294396385771184,13.258049999999999,2.896538673379569,2.052853341898967,False,True,False,False,False
7.6,203877.0,1998,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1450854294885136,58.012240900423045,5.466493109602466,18.2580151,2.8339621957386507,2.1795890340473822,False,True,False,False,False
3.5,37346.0,1994,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11577222308089109,31.31141505780401,4.848670156279121,9.11628,2.840136135027038,2.05499890964197,False,True,False,False,False
5.6,86424.0,2003,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10354132123641589,40.91502750920341,6.43848317333043,8.972168,2.722674498387897,2.102535440472887,False,True,False,False,False
6.6,39082.0,1987,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10415103436077949,44.19172944354079,5.93311008710185,12.584610000000001,2.8922802923091946,2.0275928975827715,False,True,False,False,False
7.7,57654.0,1956,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11122882898716754,52.61110763456659,5.738621384608154,11.6295,2.634807630087031,2.0812916231326892,False,True,False,False,False
6.3,108854.0,1998,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2453093558287719,50.30087104976949,5.94453531186855,29.696100599999998,2.918008003234778,2.1620478839167547,False,True,False,False,False
6.9,22717.0,1976,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1201631451014741,39.05393563798839,6.831537273871957,13.43484,2.8146487234361532,1.9211702864987459,False,True,False,False,False
6.3,35450.0,2005,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08021771825787649,41.28075715864581,6.936248876599784,9.0207,2.85073062208483,1.9948208116399944,False,True,False,False,False
6.4,50079.0,2002,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10443492593221457,42.85311306917435,6.198398267033792,12.400640000000001,2.920641213715579,2.0406745847812164,False,True,False,False,False
7.1,45785.0,1973,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058161059849742375,46.07187588260524,5.609769630740118,6.223800000000001,2.7413984640023243,2.038239717383271,False,True,False,False,False
7.8,62198.0,1989,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07625584707631632,50.271649381092075,5.8558724772479485,10.021820000000002,2.8769458991457104,2.0532857073392727,False,True,False,False,False
6.5,14232.0,1982,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1015845655228288,37.93232656621063,6.021828829686198,10.580480000000001,2.789576473178704,1.9354161398973209,False,True,False,False,False
4.8,48064.0,2006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23110732055641686,42.87020836111708,5.350081780681695,24.803700000000003,2.918008003234778,2.127209187383416,False,True,False,False,False
6.9,58918.0,1993,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1250791070396501,44.55686962553573,6.061369123909209,15.208329999999998,2.8985446631912657,2.0347421241127095,False,True,False,False,False
4.9,35604.0,1998,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09963237739036583,34.34484849425157,6.777712747643934,9.4979493,2.8985446631912657,2.0199754438593875,False,True,False,False,False
5.5,36813.0,1992,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12469445360831848,37.657000207481005,5.662118151249265,11.608630799999998,2.7988014392758886,2.03389351856218,False,True,False,False,False
7.1,7298.0,1952,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564783311356708,34.24362794879336,6.804618209116964,60.133500000000005,2.736358820092819,1.7855476541684288,False,True,False,False,False
7.0,20607.0,1959,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14979768540377583,42.541383194196804,8.223795738354022,16.59036,2.7757700514444115,1.969266378383766,False,True,False,False,False
7.2,22409.0,1973,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.11213481156406109,43.52403826105929,7.0336551379224534,13.200479999999999,2.794225623389047,1.9523188996492962,False,True,False,False,False
6.9,20749.0,1978,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11914661331467237,40.0074543265961,6.623605126908557,13.25729,2.809840562969964,1.9417962470942867,False,True,False,False,False
6.6,49074.0,1987,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09476072006914737,41.36338852429229,6.184821914968141,10.49216,2.85073062208483,2.0099614252030538,False,True,False,False,False
3.8,29723.0,1977,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18192372377577024,29.717747210702125,6.760407950349842,14.289299999999999,2.859601388546752,2.028667036987173,False,True,False,False,False
6.5,41408.0,1990,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14888365070748685,41.79105599387652,6.453306634811078,15.868863399999999,2.835887709788358,2.03905707457715,False,True,False,False,False
6.0,11616.0,2004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047021051324384514,32.875708789848815,5.297151857797729,4.71351,2.8326403795366137,1.8828416375415338,False,True,False,False,False
7.6,56622.0,1970,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.12350475636000467,48.30704173921369,8.887898508666003,14.607299999999999,2.7851226662208344,2.0304354950686165,False,True,False,False,False
7.2,43583.0,1977,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09384444172988168,40.55233953660543,7.406394823725022,10.5978,2.809840562969964,1.9406936156614254,False,True,False,False,False
6.4,28738.0,1983,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06127961094028456,37.7380033068563,5.429691137048841,6.50752,2.840717241663339,1.9582303325178148,False,True,False,False,False
6.8,36609.0,1994,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11959982652444595,43.958905461507044,5.408372392985,13.927290000000001,2.8553465862504646,2.023007512366952,False,True,False,False,False
7.3,23757.0,1994,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2128992359053588,39.43811709958352,6.175874459279924,26.054832,2.879829880465673,1.9080291992562277,False,True,False,False,False
6.6,3354.0,1956,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2291247242269743,31.432030810935263,7.76213494553174,22.74382,2.6956747101603242,1.7389471062414084,False,False,False,True,False
5.9,46358.0,1990,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10364114091696716,40.82768712037574,5.148187391953924,11.475000000000001,2.9152322016057073,2.0547151639024506,False,True,False,False,False
6.4,67270.0,1994,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16037926381630113,46.62724191054583,6.629198976758831,17.341440000000002,2.8270148923814977,2.1145077894467965,False,True,False,False,False
5.1,34497.0,1992,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08106780282836283,33.500071959528086,6.514472365340709,8.04646,2.9299948251044747,1.9907152806964443,False,True,False,False,False
6.4,21121.0,1977,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07336756332268354,36.182010188851365,5.8022941932184215,6.544682000000001,2.6605872178988217,1.9172340894587216,False,True,False,False,False
6.1,11501.0,2007,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05862423191223567,30.954331795287175,5.479469178628321,5.7774,2.7988014392758886,1.81792340526738,False,True,False,False,False
6.9,90943.0,1999,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13073095070171442,47.60011545987812,5.722405323194821,15.078753899999999,2.85073062208483,2.096748451375384,False,True,False,False,False
5.3,14056.0,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1741940409696539,31.691282605290972,5.85973838124218,16.1865,2.8270148923814977,1.9113263030116563,False,True,False,False,False
5.9,8873.0,1983,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4891899263696549,27.257048816806936,5.608100421720429,46.057,2.840136135027038,1.7843700777314968,False,True,False,False,False
7.5,129743.0,2003,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10346263651708326,56.48693540762893,6.941650881100756,14.33824,2.9299948251044747,2.1556348865551276,False,True,False,False,False
5.0,82735.0,1999,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16340116789357853,39.62983025846342,5.886171689239177,17.158842999999997,2.954782000240642,2.109599866397226,False,True,False,False,False
6.6,145032.0,2006,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28849932858027916,52.086545688003284,4.238259431039971,36.02277,2.986664125429556,2.226535847839934,False,True,False,False,False
7.7,110357.0,1992,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3188489077036875,63.47168747444187,5.459440010391778,42.3657,2.8352532708556124,2.2123754247435152,False,False,True,False,False
6.7,43064.0,1972,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07956200859046243,44.49130061485371,5.67424974143828,8.02035,2.7413984640023243,2.059852865093624,False,True,False,False,False
6.5,292421.0,2008,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4091543949998896,61.471055441717446,5.75485767532566,53.580572999999994,2.9320869158685765,2.283327409630216,False,True,False,False,False
6.2,23917.0,2004,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07791207312509528,33.841902274963104,7.854713506819986,8.11188,2.887646092051199,1.9220287795310242,False,True,False,False,False
6.9,18822.0,2004,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13127044226716642,39.54764333378915,5.900188985351701,15.055570000000001,2.840136135027038,1.9319029813181672,False,False,True,False,False
7.0,251208.0,2003,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3648971289457686,49.92054981153481,5.112939148772535,43.33428,2.8900141622986397,2.1475346364707946,False,True,False,False,False
6.9,30130.0,2004,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22536888788177764,47.64530144141624,6.849606218474097,28.90152,2.879829880465673,2.0304354950686165,False,False,True,False,False
4.8,35851.0,2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17766841016113755,39.37420509019818,5.196582193752484,18.5136,2.905875752542279,2.0678439588232274,False,True,False,False,False
5.9,47282.0,2005,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15851735924782445,41.00465243288303,5.715573888610133,17.4726,2.910765639997766,2.058487115516703,False,True,False,False,False
7.1,74794.0,1982,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289718513861899,50.251630964683095,5.3071405363817705,36.1119897,2.8635463083350072,2.087503832369702,False,True,False,False,False
7.4,70123.0,1981,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10558073078684406,54.22557598432007,6.099667767721813,13.83356,2.8738969217360877,2.1195969787105935,False,True,False,False,False
7.4,43412.0,1981,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0940296856495256,43.41774862031546,7.037773852410363,10.4748,2.767206965277634,1.9744331191949223,False,True,False,False,False
7.2,20569.0,2003,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24169137765670903,44.282589057757356,9.343536463240977,22.47086,2.544438676214117,1.9553098460324838,False,False,True,False,False
