title,vote_average,vote_count,runtime,budget,popularity,imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,20th Century Fox,Columbia Pictures,DreamWorks Animation,Globus Productions,Goldwyn,Marvel Studios,Mayer,Metro,New Line Cinema,Orion Pictures,Outros,Paramount Pictures,RKO Radio Pictures,Rhône,The Asylum,"The Cannon Group, Golan",TriStar Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros,cluster,pca_0,pca_1,pca_2
Four Rooms,5.9,7.900636613018005,98.0,15.201805169084134,2.7943,6.7,114450.0,1995,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17246843613031534,46.61375601680623,6.048708707286585,16.48637,2.7851226662208344,2.1861228037325624,False,True,False,False,False,15,0.9541168159924854,0.09469840487080969,-0.512268903854338
Judgment Night,6.5,5.863631175598097,109.0,16.860033043306743,1.8302,6.6,20057.0,1993,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10247461444008296,38.11360264138763,6.103012224876539,11.8963,2.8825654255757986,1.926236627583198,False,True,False,False,False,4,-0.43555537303747444,-0.05521199131308177,-0.8596867757294692
Citizen Kane,8.0,8.646992628951082,119.0,13.640833308858063,5.0732,8.3,483151.0,1941,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3465103312753783,69.17594103160866,8.127952657448951,40.5856,2.6838144269172495,2.2666462221113215,False,True,False,False,False,26,6.549281078832023,4.2057873328479465,-0.3608614224526055
Dancer in the Dark,7.9,7.533158807455563,140.0,16.341239282272525,3.2226,7.9,121043.0,2000,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18583446935619968,59.51195457889895,8.073240771385825,25.45854,2.8530874383644576,2.143959610356956,False,True,False,False,False,10,2.1324783667193135,2.3722006282715715,-0.7993281871716152
My Life Without Me,6.0,6.159095388491933,106.0,14.731801689838349,1.431,7.4,26278.0,2003,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09096224502526794,36.95457233095159,6.737944075945773,8.586,2.755684248962421,1.9683836306012874,False,True,False,False,False,13,-0.8838049510974924,0.9201699391786337,-0.5053490530224527
Jarhead,6.7,7.998335395952982,123.0,18.09217669086922,4.2637,7.0,216482.0,2005,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22332183852243012,53.58884715288498,6.442429377831203,28.56679,2.949278653807992,2.197039604224524,False,True,False,False,False,3,3.454081425851379,0.29779532104994744,-1.1783329795176436
Walk on Water,6.9,4.465908118654584,103.0,14.151983508870947,0.7255,7.3,7150.0,2004,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04788151990630439,30.81476601871663,6.797789869537356,5.00595,2.7181314480634406,1.6985302777514544,False,False,True,False,False,23,-1.7997196077565962,1.4660381126403306,-0.31736017378629616
Apocalypse Now,8.272,9.051110146405625,147.0,17.265498135541893,8.1883,8.4,744959.0,1979,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4482932761667643,74.87078313106733,8.047960088970159,67.7336176,2.905013932557636,2.3076830907334887,False,True,False,False,False,26,11.544021087102703,3.242830546895767,-1.1548613384250945
Unforgiven,7.9,8.432941638968646,130.0,16.48273883399067,6.2133,8.2,456038.0,1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.35539626021981424,66.62023894785231,7.435905851733516,49.08507,2.8612140418204977,2.2442079927481897,False,True,False,False,False,25,7.135022985459879,2.2116858243318616,-0.65817761117539
The Simpsons Movie,7.0,9.007734471879521,87.0,18.132998684833918,9.359,7.3,358017.0,2007,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4891548969487236,63.05414130315665,4.5471178581620855,65.513,2.9514145241647625,2.3033582412258626,False,True,False,False,False,25,6.715528207372867,-1.273985183720531,0.7353145343903078
A History of Violence,7.2,8.130647968160584,96.0,17.281246492014,6.5548,7.4,265294.0,2005,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3585532311958819,58.54066537075621,5.251283058949878,47.19456,2.905875752542279,2.211636663409516,False,True,False,False,False,3,4.645301647650208,-0.1382559506840134,0.064020832229852
Twelve Monkeys,7.6,9.058703197313223,129.0,17.182806422433504,7.5846,8.0,665488.0,1995,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4171303276177601,68.84614429958049,7.094614384765321,57.642959999999995,2.9004764455064254,2.3084382495346825,False,True,False,False,False,26,10.163623116552222,1.8051435699278084,-1.1374694274806003
8 Mile,7.14,8.917042560738766,111.0,17.529082649058825,7.8305,7.2,339459.0,2002,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.42260591893888205,63.66768388367478,5.9905825939870905,55.909769999999995,2.919341532814849,2.2942547478897235,False,True,False,False,False,25,6.094492595749327,0.2985114988630283,0.18823716268779933
Absolute Power,6.7,7.033506484287697,121.0,17.72753358339242,2.985,6.7,63038.0,1997,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15939098369296734,47.12449344472757,6.461075050870703,19.9995,2.9299948251044747,2.083621105656923,False,True,False,False,False,17,0.9505692262698836,0.15874647274523826,-0.9240926583970827
Paradise Now,6.9,5.575949103146316,90.0,14.508658238524095,2.6298,7.4,24542.0,2005,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16956979511402714,38.47404881170958,5.803209962834605,18.14562,2.7413984640023243,1.883418917934741,False,True,False,False,False,24,-0.5876489097691565,0.6372885189575277,0.2665080537287451
Brazil,7.7,8.13739583005665,143.0,16.52356082573315,5.8366,7.8,217076.0,1985,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333071574781138,62.65794789143621,8.160441900027884,44.94182,2.8635463083350072,2.2123754247435152,False,True,False,False,False,7,4.071807650704603,2.128690611706621,0.10311894898549273
Walk the Line,7.5,7.993619994827744,136.0,17.147715103853763,3.1302,7.8,274907.0,2005,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1724845239241873,59.952149961208086,7.494056371378658,23.476499999999998,2.8985446631912657,2.196515436491692,False,True,False,False,False,3,4.0420207115020625,1.847161490979247,-1.7530714820111002
Billy Elliot,7.593,8.271804031154709,110.0,15.424948670398354,5.0813,7.7,148323.0,2000,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3093647415262676,62.8078080085577,6.697128996101281,38.582310899999996,2.7988014392758886,2.226977970261321,False,True,False,False,False,7,2.7828214742479784,1.344380613880021,0.33842986415961807
War of the Worlds,6.519,9.061492275239766,117.0,18.6983124881264,8.3804,6.6,492014.0,2005,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.42543745841434255,59.07186814228804,5.939595083107975,54.6318276,2.9805329715736746,2.308715491169657,False,True,False,False,False,25,8.010483927786714,-0.5482131611712161,-0.5702715323356092
Mars Attacks!,6.4,8.62622695244036,106.0,18.064005814299346,6.2753,6.4,252834.0,1996,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3291700632661937,55.20785249561831,5.560216516535708,40.16192,2.94780204478482,2.264491347627746,False,True,False,False,False,3,4.3278311329685,-0.8159698065065915,-0.35455916175516894
Before Sunrise,8.0,8.368461137615839,101.0,14.731801689838349,7.2785,8.1,360836.0,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.462661565629918,66.94768910092671,6.420116525193613,58.228,2.755684248962421,2.2373488498507657,False,True,False,False,False,25,5.920541992256446,1.817592474657647,0.989270845218098
Hero,7.5,7.749322464660356,99.0,17.249497794707484,7.0378,7.9,191061.0,2002,7,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3856434888877339,58.11991848495267,5.424806814613325,52.7835,2.9041375615516505,2.1689762647612185,False,False,True,False,False,14,3.9115723000152145,0.18770290123775693,0.7014143700823088
Before Sunset,7.8,8.162516250140179,80.0,14.80876270134486,3.5573,8.1,303407.0,2004,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22502077279567104,63.667626751093394,5.060484587651781,27.74694,2.760564387649371,2.2151208407599206,False,True,False,False,False,7,4.032282961557884,0.995317557400924,-0.7889554033753539
Nausicaä of the Valley of the Wind,8.0,8.228443883004033,117.0,13.815511557963774,9.8054,8.0,191286.0,1984,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6618333738688429,65.82755106403226,7.897128596758379,78.4432,2.6956747101603242,2.222290440910619,False,False,True,False,False,7,4.497221127354374,2.4470525533477843,3.5032732437080876
Miami Vice,6.0,7.513163545234075,132.0,18.72078534381011,5.1249,6.1,127750.0,2006,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25987301776542004,45.07898127140445,6.693445402844045,30.7494,2.9816731731183266,2.1416136179512733,False,True,False,False,False,17,2.3636689132894144,-0.6347568659864437,-0.5492621670125557
Indiana Jones and the Temple of Doom,7.298,9.164505835632383,118.0,17.147715103853763,9.9489,7.5,553846.0,1984,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5482177752441848,66.88256358844514,6.502195969284424,72.6070722,2.8985446631912657,2.318901831597798,False,True,False,False,False,26,9.276377426386826,0.9292051413884038,0.5267255536387335
Dirty Dancing,7.329,8.741935464094144,100.0,15.607270193858982,7.9335,7.1,270380.0,1987,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.47771246613026397,64.06964501634599,6.021459206280506,58.1446215,2.809840562969964,2.276439810859652,False,True,False,False,False,14,4.932360700955826,0.8665906223973326,1.2726125226723806
Beverly Hills Cop,7.201,8.366835309827675,105.0,16.454567959008102,5.0335,7.4,224789.0,1984,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.28837723235666046,60.249581066069084,6.015617243955369,36.246233499999995,2.859601388546752,2.2371752921174464,False,True,False,False,False,3,3.6895747015153897,0.6287800206629387,-0.3332539721118929
Beverly Hills Cop II,6.517,7.874358824729881,103.0,17.147715103853763,4.7152,6.6,143935.0,1987,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25982334266415186,51.317196460764634,5.675645634205895,30.728958400000003,2.8985446631912657,2.183166087650818,False,True,False,False,False,15,2.3232317483748335,-0.40120014914870067,-0.2891302557331219
Tron,6.639,7.776115477098742,95.0,16.648723960844016,5.0148,6.7,134786.0,1982,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2841451886904676,51.62563065245855,5.382825421870149,33.2932572,2.8706634839297305,2.1720338811701727,False,True,False,False,False,22,2.2150867007312014,-0.37731017257298494,0.11467789369925002
All About My Mother,7.642,7.572502985020384,101.0,15.928422779341124,2.688,7.8,107120.0,1999,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15878620442303368,57.86906781152578,5.966297115597619,20.541696,2.828994030514129,2.1485597535637297,False,False,False,True,False,15,1.4311354261034137,1.018445791184056,-0.7163199083438341
"Lock, Stock and Two Smoking Barrels",8.113,8.820551743253025,105.0,14.115615891155079,2.9769,8.1,636692.0,1998,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19694202481963946,71.56113629301178,6.946458599906662,24.1515897,2.715728374417829,2.2844773064553334,False,True,False,False,False,26,8.012317777439852,2.7329900550571136,-2.356206807737784
Run Lola Run,7.3,7.76046702921342,81.0,14.240778946963175,2.7927,7.6,213864.0,1998,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18323866580037654,56.651409313257965,5.314688985508827,20.38671,2.7239746609577837,2.1702492173643164,False,False,False,True,False,7,2.2987762692428824,0.9639247085670518,-0.5408481215874474
Italian for Beginners,6.3,4.912654885736052,118.0,13.815511557963774,1.1592,7.0,14251.0,2000,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07824232025095994,30.94972578013713,7.964625422371698,7.30296,2.6956747101603242,1.777094949793928,False,False,False,False,True,23,-1.6239385097802486,1.9591943264798395,-0.1669705839054811
Match Point,7.4,8.331345424845724,124.0,16.52356082573315,3.5712,7.6,234213.0,2005,10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20379419659705997,61.65195614385836,7.07618738184236,26.426880000000004,2.8635463083350072,2.2333792086263604,False,True,False,False,False,10,3.605702934126351,1.5110731209437571,-1.205139912807405
The Untouchables,7.757,8.672314828283538,119.0,17.034386422832473,5.3853,7.8,344609.0,1987,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2986128761875663,67.2711461229954,6.5985056108889735,41.773772099999995,2.8922802923091946,2.2692676632669726,False,True,False,False,False,25,5.648218940634057,1.3931135767980576,-0.837836506143238
The Lord of the Rings,6.6,6.876264611890766,132.0,15.201805169084134,3.6034,6.2,38003.0,1978,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2224073158758825,45.38334643847906,8.147240299610504,23.78244,2.7851226662208344,2.063853757456126,False,True,False,False,False,11,0.25688046016815347,1.5464702506589338,0.3046614008030819
"O Brother, Where Art Thou?",7.318,8.359603270841466,107.0,17.073607134447293,4.5571,7.7,342251.0,2000,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2521411451571513,61.175576736017845,5.920234915146735,33.3488578,2.894452704740662,2.2364029039973454,False,True,False,False,False,25,5.1506590718661975,0.5131922213895848,-1.2360383106249988
Groundhog Day,7.614,9.02485381183907,101.0,16.496532155171714,6.1941,8.0,719062.0,1993,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35401872468591533,68.71523692334269,5.772572479178161,47.161877399999995,2.8620026987310574,2.305067390726117,False,True,False,False,False,26,10.131256486245594,1.3949030575533004,-1.7664026921350673
Dracula,7.156,7.138866999945524,74.0,12.779875885354993,4.4465,7.3,62303.0,1931,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3226807002467752,51.08573225161017,5.37014996475011,31.819154,2.6232092586766624,2.0966509811308525,False,True,False,False,False,30,0.25706333978859086,1.6182027411846889,1.705368977369182
Bad Education,7.4,6.8966943316227125,105.0,15.424948670398354,1.9336,7.4,65033.0,2004,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11772335115328579,51.03553805400807,6.392714041733041,14.30864,2.7988014392758886,2.0664442328678336,False,False,False,True,False,24,0.3641375315044483,1.1768775592761243,-0.6901794375037582
Brokeback Mountain,7.8,8.87905466204227,134.0,16.454567959008102,8.4541,7.7,402570.0,2005,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4843488546868865,69.2566263639297,7.677073435143042,65.94198,2.859601388546752,2.2904168252024366,False,True,False,False,False,25,7.2159944468595,1.9800542257001352,0.6129048614964872
All Quiet on the Western Front,7.7,6.731018100482083,133.0,14.186291049260577,3.3856,8.1,70208.0,1930,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22293791084458675,51.828839373712036,8.757898789676878,26.06912,2.720393116237607,2.045240561621599,False,True,False,False,False,11,0.6470458412538759,4.086027871603503,0.40840362255220564
Wings of Desire,7.774,7.228388451573604,128.0,14.731801689838349,2.6142,7.9,81168.0,1987,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16617295663525886,56.1934918225332,8.136385299255272,20.3227908,2.755684248962421,2.107590181611361,False,False,False,True,False,11,0.9095454054625246,2.92472137969575,-0.3087673579819909
"Crouching Tiger, Hidden Dragon",7.437,8.103796712981794,120.0,16.648723960844016,6.7666,7.9,288698.0,2000,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3834044894697532,60.2679361544456,6.799358427625451,50.323204200000006,2.8706634839297305,2.2086915477170286,False,False,True,False,False,14,5.0302556158961504,1.3402349633198642,0.2601446026326355
The Secret Life of Words,7.0,5.342334251964811,115.0,15.424948670398354,1.6891,7.4,13438.0,2005,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10283745988467885,37.39633976375367,7.001543950469521,11.8237,2.7988014392758886,1.8472468792313919,False,True,False,False,False,13,-0.7756982962046373,1.3143225865663126,-0.4885535184347499
Akira,7.941,8.395251520610994,124.0,15.555976908243359,8.4825,8.0,216750.0,1988,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5123527320080092,66.66669232517191,7.489742265722741,67.3595325,2.8067471791188643,2.240204404259173,False,False,True,False,False,14,4.753963035637876,1.9391295425035884,1.9049922013254075
48 Hrs.,6.691,7.353081920515432,96.0,16.300417291085605,3.8058,6.9,90051.0,1982,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21998313312136214,49.19947113016875,5.5489991012798265,25.4646078,2.85073062208483,2.1226305630422626,False,True,False,False,False,15,1.2212532924460882,-0.042260483206953164,-0.20051204769911352
Star Trek: The Motion Picture,6.476,7.483806687665835,131.0,17.599700214609808,4.93,6.4,99879.0,1979,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.26505803551218277,48.465132109323946,7.043124270202017,31.926679999999998,2.923145463095171,2.1381592509249066,False,True,False,False,False,10,1.898032123364377,0.4515178921006412,-0.14549226122571426
Lost in Translation,7.385,8.932344569113823,102.0,15.201805169084134,5.4641,7.7,512290.0,2003,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3372525433416799,65.96536464290558,6.295594776971752,40.3523785,2.7851226662208344,2.295796559866714,False,True,False,False,False,26,7.200100531697844,1.4959777784355759,-0.9214045657345372
Star Trek II: The Wrath of Khan,7.5,7.592366128519796,112.0,16.300417291085605,3.453,7.7,132953.0,1982,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19959056142415876,56.94274596389847,6.4738322848264644,25.897499999999997,2.85073062208483,2.1508741495820525,False,True,False,False,False,10,2.1015956566263947,1.1061582270363899,-0.5847203059762938
Star Trek III: The Search for Spock,6.6,7.247792581767846,105.0,16.705882371415992,1.9806,6.6,88720.0,1984,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11186112945138726,47.83543103966778,5.930232551951764,13.071959999999999,2.8738969217360877,2.1099455986981406,False,True,False,False,False,17,0.7792976531214096,0.028558583810727317,-1.1604584363421528
Ocean's Twelve,6.564,8.915566545710645,125.0,18.5159909328476,5.4662,6.5,428014.0,2004,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.280088262943378,58.52177880604467,6.405004000571193,35.880136799999995,2.9712341773525197,2.294105900602619,False,True,False,False,False,25,6.494486151668712,0.035253165828125405,-1.6710697162831143
Breakfast at Tiffany's,7.6,8.35819745992578,115.0,14.731801689838349,4.856,7.5,199237.0,1961,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3086741172904969,63.52230069543592,7.310033667299659,36.9056,2.755684248962421,2.2362526928760125,False,True,False,False,False,7,3.110425379622798,2.4818536056054628,0.2568447809090936
K-PAX,7.2,7.813995675002791,120.0,17.6867115897055,3.0523,7.4,197837.0,2001,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16334067047310294,56.26076886002009,6.421675607500035,21.97656,2.927812661081278,2.176340875723372,False,True,False,False,False,10,2.985400142825975,0.7229917293425128,-1.5445045787119143
Star Trek IV: The Voyage Home,7.1,7.331714969726466,118.0,16.860033043306743,3.525,7.3,94366.0,1986,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1973680558962367,52.055176285057904,6.606930665462676,25.0275,2.8825654255757986,2.1200693137072997,False,True,False,False,False,10,1.538358815281411,0.8187883030546231,-0.5375063966198315
Predator 2,6.281,8.149890544402423,108.0,17.370858648025116,10.0199,6.3,192580.0,1990,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5454236076808063,51.18946250939162,5.878875999713279,62.93499189999999,2.910765639997766,2.2137419168554895,False,True,False,False,False,14,4.279588988111085,-0.7727919025878826,1.9526112460303793
Star Trek V: The Final Frontier,5.7,7.094234845924755,106.0,17.312018149733785,2.8313,5.5,66259.0,1989,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15461430721884473,40.437138621771105,5.78854821643681,16.13841,2.9075575737885786,2.091152060849253,False,True,False,False,False,17,0.45092855353953587,-1.0041629666809255,-0.7730651300167669
"20,000 Leagues Under the Sea",7.039,6.81783057145415,127.0,15.424948670398354,2.6066,7.2,39071.0,1954,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15869760401125088,47.99070939246576,7.732139840953297,18.3478574,2.7988014392758886,2.0564070955388662,False,True,False,False,False,11,0.15731599185489475,2.1424507086790383,-0.2717944880552134
Star Trek VI: The Undiscovered Country,7.0,7.16703787691222,110.0,17.11134746100564,1.9212,7.2,83291.0,1991,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10607714330125963,50.16926513838554,6.073540372235352,13.4484,2.896538673379569,2.1001062821653376,False,True,False,False,False,17,0.9694537698082867,0.3080796560465928,-1.3443801745633113
Saw,7.421,9.160940021681055,103.0,13.997832948091215,8.8423,7.6,491482.0,2004,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5895718421857317,67.98333590089511,6.867658838212948,65.6187083,2.7079057205381436,2.318550959689458,False,True,False,False,False,26,7.786687042214974,1.6575112651954618,1.473614651455873
The Fisher King,7.3,7.226209010100671,138.0,16.993564429978885,1.8297,7.5,94180.0,1991,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1016863560924903,52.7513257737349,7.669408723158802,13.356810000000001,2.8900141622986397,2.107325277958658,False,True,False,False,False,32,1.2022909274097704,1.7882074452995533,-1.5208691324440426
