title,vote_average,vote_count,runtime,budget,popularity,imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,20th Century Fox,Columbia Pictures,DreamWorks Animation,Globus Productions,Goldwyn,Marvel Studios,Mayer,Metro,New Line Cinema,Orion Pictures,Outros,Paramount Pictures,RKO Radio Pictures,Rhône,The Asylum,"The Cannon Group, Golan",TriStar Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros,cluster,pca_0,pca_1,pca_2
Bowfinger,6.2,6.78897174299217,97.0,17.822843761378564,1.9529,6.5,76289.0,1999,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1037515916700661,42.09162480655146,5.153312710326393,12.107980000000001,2.9350712258973797,2.0527088541217777,False,True,False,False,False,9,0.5329030249561856,-1.04189756508121,-1.357776537891859
The Upside of Anger,6.301,5.598421958998375,118.0,16.300417291085605,0.7101,6.8,23714.0,2005,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04104525272727922,35.27565676364876,6.820644728656454,4.4743401,2.85073062208483,1.886830523322648,False,True,False,False,False,13,-0.8958113452268514,0.4972334063243097,-1.2507210481371762
Never Been Kissed,6.2,7.31455283232408,107.0,17.034386422832473,2.7828,6.0,100788.0,1999,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15430522196623392,45.350227560409294,5.93311008710185,17.25336,2.8922802923091946,2.1180073327651145,False,True,False,False,False,9,1.005458962505089,-0.38745195425691975,-0.9483325814709817
The Odd Couple,7.5,6.395261598115449,106.0,13.997832948091215,1.7153,7.6,38929.0,1968,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11436985636103565,47.96446198586587,7.067687736413326,12.86475,2.7079057205381436,2.0008394705357913,False,True,False,False,False,11,-0.4233314713810851,2.1794375698939086,-0.20496213660718432
Halloween 4: The Return of Michael Myers,6.2,7.578145472419466,88.0,15.424948670398354,3.612,5.8,61840.0,1988,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21990936303561662,46.98450192900069,5.357703196881025,22.3944,2.7988014392758886,2.1492177447314296,False,True,False,False,False,21,0.4477904135557308,-0.5587878308801607,0.2118409543057505
Walking Tall,6.3,7.342131730584722,86.0,17.6441519761925,3.013,6.3,112561.0,2004,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16160563397291686,46.255429902683744,4.6127064459578,18.9819,2.925532529957238,2.1213187868973424,False,True,False,False,False,17,1.3739540555768115,-1.3875621829426257,-1.018878525212807
The Indian in the Cupboard,6.5,6.461468176353717,96.0,17.622173069956816,1.9149,6.0,32234.0,1995,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10282903036108668,41.99954314629916,5.155144871619573,12.44685,2.92435297126682,2.009752201333546,False,True,False,False,False,27,-0.06441556482894212,-1.0979581994184378,-1.066473734790339
Halloween 5: The Revenge of Michael Myers,5.3,7.126087273299125,98.0,14.914123179965662,2.4804,4.9,49717.0,1989,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15586155592427378,37.76826254848536,6.158052120859068,13.14612,2.767206965277634,2.0950795375151374,False,True,False,False,False,21,-0.5133500465659815,-0.5179450099081199,-0.0710030761415428
The Count of Monte Cristo,7.7,7.526178913346146,131.0,17.370858648025116,8.0681,7.7,155244.0,2002,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43917925419709913,57.95157763276533,7.130858851504071,62.12437,2.910765639997766,2.143141302564104,False,True,False,False,False,14,3.9144787465902984,1.050975458399524,1.2918994472227467
She's the One,5.5,5.541263545158426,96.0,15.068273812173887,1.0994,6.0,18999.0,1996,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06842054179877469,30.47694949837134,5.9745061057689375,6.0466999999999995,2.7768467571891517,1.8781303494314965,False,True,False,False,False,12,-1.4710028597400884,-0.2926858282233985,-0.5594999362812743
Regarding Henry,6.5,6.396929655216146,108.0,17.034386422832473,2.1045,6.7,35436.0,1991,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11669373998416675,41.58004275890495,5.9885597140841105,13.67925,2.8922802923091946,2.001065002653271,False,True,False,False,False,9,-0.05275585064953803,0.13627951979824052,-0.9063700052804833
Wilde,6.6,5.627621113690637,118.0,14.585051952377446,1.3125,6.9,18680.0,1997,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08421531118475242,37.1422993503582,7.571357500800599,8.6625,2.746312246699625,1.8912459334298568,False,True,False,False,False,13,-1.049127801230336,1.649623860863573,-0.4565714231158301
Uzumaki,5.9,5.480638923341991,90.0,13.815511557963774,2.589,6.1,9653.0,2000,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17474928151288413,32.33576964771775,6.074714305198753,15.2751,2.6956747101603242,1.868819104784765,False,False,True,False,False,0,-1.4221841129758903,0.08919079869093496,0.7535363013496614
Blood Simple,7.242,7.301822342137932,97.0,14.220976332738882,2.5436,7.5,110271.0,1984,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1671114877518702,52.8797974017629,6.372784365439303,18.4207512,2.722674498387897,2.116475049996665,False,True,False,False,False,11,0.921731619992968,1.5670994087671781,-0.25684041323032036
The Musketeer,5.3,5.420534999272286,104.0,17.50439003707821,0.8893,4.8,15296.0,2001,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04805886593495183,28.728835496143116,5.620287931221174,4.71329,2.918008003234778,1.8595014474498321,False,True,False,False,False,8,-1.2075925402041892,-1.5368286298532507,-1.2886664973567226
The Eagle Has Landed,6.6,5.84354441703136,135.0,15.607270193858982,1.4882,6.9,25993.0,1976,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0896113559078665,38.56739315240698,8.128969928478684,9.82212,2.809840562969964,1.923305787045047,False,True,False,False,False,16,-0.5859113683785563,1.983642221453284,-0.7913962962475282
EDtv,6.0,6.47543271670409,123.0,18.197537205138154,1.5336,6.1,45980.0,1999,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07988524692581594,38.85259630022454,6.40707183872937,9.201600000000001,2.954782000240642,2.011622006123561,False,True,False,False,False,9,0.04831353473109545,-0.5418338689189203,-1.5295041307969743
Hollywood Homicide,5.2,6.484635235635252,116.0,18.132998684833918,1.5299,5.3,40575.0,2003,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0799613288643928,33.72010322530331,6.06282381088278,7.9554800000000006,2.9514145241647625,2.0128522839700533,False,True,False,False,False,17,-0.26305118104652225,-1.4599991983590286,-1.4649611824140976
House on Haunted Hill,5.6,6.782192056006791,93.0,17.426428497635523,2.0498,5.6,62052.0,1999,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11124239297175954,37.98027551363803,5.047098520037876,11.478879999999998,2.913785965470917,2.051838053775534,False,True,False,False,False,21,0.043158641167758915,-1.4964163607086909,-1.035878964660992
Bones,4.8,5.049856007249537,96.0,16.118095750958314,4.0761,4.5,8546.0,2001,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.23811643884348585,24.23930883479778,5.608100421720429,19.56528,2.840136135027038,1.8000344713048928,False,True,False,False,False,21,-1.1186850054211552,-1.7154681606781093,0.7320437828117043
Tommy Boy,6.8,6.894670039433482,98.0,16.811242881518265,2.4078,7.1,101753.0,1995,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1351842774823109,46.88375626814768,5.50214270008575,16.37304,2.879829880465673,2.066187853222256,False,True,False,False,False,15,0.9916845746456143,-0.14877631124812926,-0.977571425582201
Bullets Over Broadway,7.1,6.452048954437226,98.0,16.811242881518265,1.2222,7.4,43302.0,1994,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06861957967392657,45.8095475765043,5.50214270008575,8.67762,2.879829880465673,2.008489022019593,False,True,False,False,False,9,0.0022934784132300212,0.10128607851252427,-1.339547079864102
The Hard Way,6.2,6.0867747269123065,111.0,16.993564429978885,1.368,6.4,23234.0,1991,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07602718212522638,37.7380033068563,6.168872233845123,8.4816,2.8900141622986397,1.9582303325178148,False,True,False,False,False,9,-0.5486099822881239,-0.24700446877367863,-1.1473631553088193
The Crying Game,6.8,6.658011045870748,112.0,15.12533928521359,1.7048,7.2,62019.0,1992,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10572180652119648,45.274475111921085,6.945590292335761,11.592640000000001,2.7803919034039573,2.0357522954503473,False,True,False,False,False,24,0.047911596363646725,1.3925483248473474,-0.7448297977506825
Stay Cool,4.9,4.060443010546419,94.0,15.319588176962746,0.6287,4.9,3710.0,2009,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.038524256444626044,19.896170751677456,5.75994926959575,3.08063,2.7923661149628383,1.6214540309583532,False,True,False,False,False,5,-2.3875062515364385,-1.217530686148429,-0.5054816697360939
The Olsen Gang,7.0,4.02535169073515,80.0,11.885019914936557,0.457,6.6,2709.0,1968,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03546754316384386,28.177461835146048,6.208760291263695,3.1990000000000003,2.556065389693864,1.6144954397020792,False,False,False,False,True,30,-2.750061446224166,1.764543887135559,0.3920108703042202
The Natural,6.9,6.398594934535208,137.0,17.147715103853763,1.6879,7.4,54423.0,1984,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09300895403860321,44.150305048292935,7.549159727050561,11.646510000000001,2.8985446631912657,2.0012901084703705,False,True,False,False,False,32,0.3351166025131841,1.600784080127783,-1.304092239553676
The Santa Clause,6.5,7.663407664893479,97.0,16.906553056777135,2.1157,6.6,141027.0,1994,11,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11815227605735466,49.812149821807616,5.417011285892802,13.752049999999999,2.8851667384085613,2.1591081399669667,False,True,False,False,False,15,1.5114748178184438,-0.3000820686190591,-1.4497620354482317
Not Another Teen Movie,5.8,7.667158255319148,89.0,16.588099342704055,5.6436,5.8,121782.0,2001,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.32087605886426235,44.46951788085106,5.060239782925676,32.73288,2.8672224996255626,2.1595409695123475,False,True,False,False,False,22,1.7990564513614147,-1.3823401124486068,0.47864772551760604
The Art of War,5.7,6.226536669287466,117.0,17.50439003707821,1.0491,5.7,31690.0,2000,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05669465450619359,35.49125901493856,6.322823922623821,5.97987,2.918008003234778,1.977759899174307,False,True,False,False,False,4,-0.5044239838837216,-0.6756718632821929,-1.4819100489323125
Superman IV: The Quest for Peace,4.579,7.167809184316444,90.0,16.648723960844016,3.7326,3.7,55612.0,1987,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21149404389128967,32.82139825498499,5.099518820719089,17.0915754,2.8706634839297305,2.100200719217843,False,True,False,False,False,8,-0.13301317847481203,-2.307727919034951,-0.0408066273664201
The Long Kiss Goodnight,6.6,7.106606137727303,121.0,17.989897843244528,2.5827,6.8,89677.0,1996,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13600389119095607,46.90360050900019,6.371808895383004,17.04582,2.943907145307067,2.0926793018387375,False,True,False,False,False,17,1.2462041989276473,-0.0008686250167591891,-1.3166727377184304
House,6.2,6.363028103540465,92.0,14.914123179965662,1.9117,6.1,31620.0,1985,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12012600244332938,39.45077424195088,5.781028521622798,11.85254,2.767206965277634,1.9964712752393343,False,True,False,False,False,24,-0.7577160112235717,-0.04664231672768704,-0.2385254399402355
The Mission,7.399,7.273786317844895,126.0,17.01418371633128,3.8184,7.4,68826.0,1986,9,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21196630722369722,53.818744965734375,6.994488453327532,28.2523416,2.891159431840205,2.1130922419678635,False,True,False,False,False,10,1.471790249233198,1.232904859007478,-0.40791636388031094
The Lift,5.9,5.204006687076795,95.0,12.765691290604371,0.498,6.1,8218.0,1983,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.036176897293919756,30.703639453753095,6.901215347233688,2.9382,2.6221793582274318,1.8251953231790878,False,False,False,True,False,0,-2.3226707421350112,1.1569609368156115,0.0686260233655192
National Lampoon's European Vacation,6.19,6.805722553416985,95.0,16.648723960844016,2.4223,6.2,74201.0,1985,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13725071599364275,42.12742260565114,5.382825421870149,14.994037,2.8706634839297305,2.0548571253925845,False,True,False,False,False,9,0.3466620992470265,-0.5546849496109731,-0.7796719173517773
Vegas Vacation,6.027,6.490723534502507,93.0,17.034386422832473,1.9931,5.9,54885.0,1997,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11051665153834297,39.11959074244661,5.156815309350207,12.012413700000002,2.8922802923091946,2.0136653929307324,False,True,False,False,False,9,-0.07185404982516763,-1.1657882042859575,-0.9341166379633206
Midway,6.7,5.6937321388027,132.0,15.201805169084134,3.136,6.8,22485.0,1976,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19355867863317075,38.14800532997809,8.147240299610504,21.011200000000002,2.7851226662208344,1.9011715868708958,False,True,False,False,False,16,-0.35494038353346247,2.0101471123932035,0.23850128050528807
Memories of Murder,8.06,8.31115254800169,131.0,14.845130332288226,10.0019,8.1,243749.0,2003,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6312286355650067,66.98788953689363,8.267524296285295,80.615314,2.7628622185611365,2.2312128804046267,False,False,True,False,False,14,5.4648051647165765,2.5772619540289363,2.85901840474656
High Society,6.9,5.4510384535657,107.0,14.845130332288226,1.5214,6.9,18407.0,1956,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09601688140739273,37.612165329603336,6.752863356507836,10.497660000000002,2.7628622185611365,1.8642411184013048,False,True,False,False,False,30,-1.095223094372842,1.5834721052519312,-0.33083237961799183
"Honey, We Shrunk Ourselves",5.4,6.530877627725885,74.0,15.76142084987672,1.9075,5.0,17940.0,1997,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11380300137348019,35.26673918971978,4.4149001843447095,10.300500000000001,2.819079867706262,2.019011585847093,False,True,False,False,False,8,-1.034477420858606,-2.019391943885747,-0.38357623843417654
From Here to Eternity,7.3,6.486160788944089,118.0,14.316286451937186,2.005,7.6,52953.0,1953,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13090640517149701,47.348973759291844,7.70421736171404,14.636499999999998,2.728916736230515,2.013056087870876,False,True,False,False,False,11,-0.13833200862431638,2.9400589455923165,-0.26917659457138027
Sleepwalkers,6.0,6.333279628139691,89.0,16.52356082573315,2.7029,5.4,25759.0,1992,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1542437651159816,37.99967776883814,5.078876427290081,16.2174,2.8635463083350072,1.992422841227893,False,True,False,False,False,21,-0.4418794283254304,-1.2846804980962105,-0.222622922269702
Beyond Re-Animator,6.0,5.916202062607435,95.0,14.914123179965662,1.2344,5.7,13566.0,2003,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0775663218162085,35.49721237564461,5.969540321240934,7.4064,2.767206965277634,1.9338667840812656,False,True,False,False,False,12,-1.3221513237193623,-0.42177585369548704,-0.4116677283322573
Fever Pitch,6.208,6.5722825426940075,104.0,17.216707972959764,1.8923,6.2,49078.0,2005,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10387716610536125,40.8007300250444,5.709044694264953,11.747398400000002,2.9023391934519456,2.024494546794345,False,True,False,False,False,9,0.03277298951230512,-0.758141851521291,-1.0921936280816444
The Ghost Writer,6.821,7.737616282857904,128.0,17.622173069956816,2.742,7.2,174420.0,2010,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14724382539563405,52.778280665373764,6.873526495492764,18.703181999999998,2.92435297126682,2.1676374159529628,False,True,False,False,False,10,2.516999224301921,0.4746105151296932,-1.542146363629692
Halloween: Resurrection,4.6,7.1808311990445555,94.0,16.380459992348886,2.4443,3.9,51805.0,2002,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14063494298056634,33.031823515604955,5.408372392985,11.24378,2.8553465862504646,2.101793759027475,False,True,False,False,False,21,-0.48826369883778564,-2.057300192686567,-0.4897603803481507
Dead Presidents,6.7,5.703782474656201,119.0,16.118095750958314,1.5674,6.9,25624.0,1995,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09156392292713124,38.21534258019655,6.951707814424282,10.501579999999999,2.840136135027038,1.9026719155555414,False,True,False,False,False,13,-0.512450011082663,0.9502956703676485,-0.8517651767317109
Welcome to the Dollhouse,7.1,6.126869184114185,88.0,13.592368256649284,1.4053,7.3,39063.0,1995,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09630376476824788,43.50077120721071,6.030549562090524,9.97763,2.680498669900132,1.963872033379227,False,True,False,False,False,24,-0.7848073551305563,1.1950869805326918,-0.21750908480671632
Mighty Aphrodite,6.7,6.551080335043404,95.0,16.52356082573315,1.3993,7.0,43998.0,1995,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07985249196300012,43.89223824479081,5.4212725909276145,9.37531,2.8635463083350072,2.0216906437586566,False,True,False,False,False,9,-0.13065486061768083,-0.16961968171794053,-1.142919419592896
The Amityville Horror,6.3,6.8501261661455,118.0,15.363073279446223,3.2147,6.2,47184.0,1979,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19646064923745155,43.15579484671665,7.211359259034833,20.25261,2.7950271667992697,2.060529603785608,False,True,False,False,False,11,0.08627480454108505,0.8898504581436123,0.1174335886582592
Quiz Show,7.3,6.826545223556594,133.0,17.249497794707484,1.5581,7.5,75595.0,1994,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08537769189746486,49.83378013196314,7.287871781248204,11.37413,2.9041375615516505,2.0575211895900476,False,True,False,False,False,32,0.8468411992590618,1.507753200251489,-1.5862889685641834
Herbie Fully Loaded,5.8,7.75491027202143,100.0,17.72753358339242,4.0094,4.9,52750.0,2005,6,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21409119263604132,44.97847957772429,5.339731447000581,23.25452,2.9299948251044747,2.1696147169156137,False,True,False,False,False,27,0.8015582719477722,-1.8816339368490194,-0.37125998714955255
National Lampoon's Van Wilder,6.0,7.513163545234075,92.0,15.607270193858982,3.3738,6.4,118737.0,2002,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20315199070149173,45.07898127140445,5.539742469778066,20.242800000000003,2.809840562969964,2.1416136179512733,False,True,False,False,False,15,1.0984654957770723,-0.5217446115522377,-0.2757941584341989
Deuce Bigalow: European Gigolo,5.3,6.859614903654202,83.0,16.906553056777135,3.7434,4.7,54824.0,2005,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20905195925372286,36.35595898936727,4.635174605454666,19.84002,2.8851667384085613,2.0617376107948178,False,True,False,False,False,27,0.10796187502488874,-2.281768886676819,-0.08682806555209638
Manhunter,7.0,7.246368080102461,120.0,18.826145858727198,1.2251,7.2,87418.0,1986,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06179214098037757,50.724576560717225,6.052613596967847,8.575700000000001,2.987001564525397,2.1097728707008656,False,True,False,False,False,17,1.1364234287670212,0.1371436088648688,-2.140566354138276
Domestic Disturbance,5.8,6.089044875446846,89.0,18.132998684833918,1.3696,5.6,29460.0,2001,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07158313354642289,35.31646027759171,4.651649303177305,7.94368,2.9514145241647625,1.9585506171458116,False,True,False,False,False,4,-0.49258160962261227,-1.7834996358703732,-1.3731560597927706
Life as a House,7.1,6.042632833682381,125.0,16.705882371415992,1.7222,7.4,46528.0,2001,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09726710953306025,42.90269311914491,7.059800657085432,12.22762,2.8738969217360877,1.9519820823132483,False,True,False,False,False,32,0.12516374553348109,1.2213584144807155,-1.0818145406014408
Sky High,6.2,7.763446388727362,99.0,17.370858648025116,6.19,6.3,98278.0,2005,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.33694668924282595,48.13336761010965,5.388969666403839,38.378,2.910765639997766,2.170589250948322,False,True,False,False,False,22,2.0671813764442764,-1.2936730849140488,0.5565842596192762
Red Eye,6.392,7.750614732770409,85.0,17.073607134447293,4.3607,6.4,156506.0,2005,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24127447097645202,49.54192937186846,4.7029903531539485,27.873594399999998,2.894452704740662,2.169123953075505,False,True,False,False,False,15,2.2561503873267537,-1.2217997893996293,-0.396116825086661
Suspicion,7.1,6.729824070489475,99.0,13.913545204853543,1.3143,7.3,45047.0,1941,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08812793886005504,47.781750900475274,6.638260630864679,9.331529999999999,2.7022698741450055,2.0450861030246124,False,True,False,False,False,30,-0.5821224579887142,2.2622966479723594,-0.42722855106503566
Battle of Britain,6.9,5.765191102784844,132.0,16.300417291085605,1.7611,6.9,25733.0,1969,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10179523247149899,39.779818609215425,7.629873764259762,12.15159,2.85073062208483,1.9117905099724466,False,True,False,False,False,16,-0.3965757686349656,1.6562576502744883,-0.7939508783871952
