genres,original_language,popularity,production_companies,release_date,budget,runtime,vote_average
Comedy-Romance,en,395.745,Excellent Cadaver-Odenkirk Provissiero Entertainment-Columbia Pictures,2023-06-15,45000000.0,104.0,6.889
Fantasy-Action-Comedy,en,394.087,Marvel Studios-Kevin Feige Productions,2022-07-06,250000000.0,119.0,6.625
Comedy-Action,en,369.009,The Safran Company-3 in the Box-Ketchup Entertainment,2015-03-05,20000000.0,99.0,5.0
History-Action-Drama,en,368.367,JBJ Film-Three Brothers Production,2022-09-08,23000000.0,126.0,7.209
Adventure-Family-Fantasy,en,363.431,Walt Disney Pictures-Walden Media-C.S. Lewis Company,2005-12-07,180000000.0,143.0,7.12
Horror-Thriller,en,363.334,Twisted Pictures-Lionsgate,2023-09-26,13000000.0,118.0,7.4
Horror-Thriller,en,360.618,Screen Gems-Alloy Entertainment-Ground Control Entertainment-Capstone Pictures,2024-05-01,8250000.0,92.0,4.8
Action-Adventure-Science Fiction-Fantasy-Thriller-Mystery,en,359.753,Legendary Pictures,2024-03-27,150000000.0,115.0,7.164
Action-Thriller-Crime,en,353.848,Touchstone Pictures-Jerry Bruckheimer Films,1997-06-05,75000000.0,116.0,6.7
Science Fiction-Horror-Action,ja,348.423,TOHO-TOHO Studios-Robot Communications,2023-11-03,13000000.0,125.0,8.095
Horror,en,338.682,Dark Age Cinema-Fuzz on the Lens Productions-Bloody Disgusting,2022-10-06,250000.0,138.0,6.966
Science Fiction-Romance-Comedy,en,337.215,Searchlight Pictures-Film4 Productions-TSG Entertainment-Element Pictures-Limp-Fruit Tree,2023-12-07,35000000.0,142.0,7.788
Drama,en,329.063,Metro-Goldwyn-Mayer-New Line Cinema-Chartoff-Winkler Productions,2018-11-21,50000000.0,130.0,6.99
Adventure-Action-Science Fiction,en,326.317,Amblin Entertainment-Universal Pictures,2022-06-01,165000000.0,147.0,6.9
Drama,en,320.743,Metro-Goldwyn-Mayer-New Line Cinema-Chartoff-Winkler Productions,2015-11-25,37000000.0,133.0,7.405
Animation-Family-Adventure-Science Fiction,en,318.312,Walt Disney Pictures-Walt Disney Animation Studios,2022-11-23,180000000.0,102.0,6.513
Drama-Western,en,310.872,Territory Pictures,2024-06-26,50000000.0,181.0,7.023
Drama-Mystery-Thriller,en,310.154,Stage 6 Films-Search Party-Bazelevs Entertainment,2023-01-19,1000000.0,111.0,7.684
Action-Comedy-Thriller,en,302.905,87North Productions-Columbia Pictures,2022-07-03,90000000.0,126.0,7.495
Horror,en,300.859,Phantom Four-20th Century Studios,2024-04-03,30000000.0,119.0,6.824
Science Fiction-Adventure-Action,en,298.881,20th Century Studios-Lightstorm Entertainment,2022-12-14,460000000.0,192.0,7.656
Action-Adventure-Family-Comedy,en,297.805,Original Film-Blur Studio-Marza Animation Planet-Paramount-SEGA,2022-04-08,110000000.0,122.0,7.599
Action-Drama,en,297.574,Skydance-Don Simpson/Jerry Bruckheimer Films-Paramount,2022-05-24,170000000.0,131.0,8.273
Action-Adventure-Fantasy-Science Fiction,en,296.05,Dune Entertainment-Lightstorm Entertainment-20th Century Fox-Ingenious Media,2009-12-15,237000000.0,162.0,7.569
Action-Mystery-Thriller-Crime,en,290.461,River Bay Films-Ingenious Media-Lucky 13 Productions-The Avenue Entertainment-Convergence Entertainment-Diamond Film Productions-Highland Film Group-Pimienta-BondIt-SSS Entertainment-Verdi Productions-VVS Films,2022-12-02,85645.0,101.0,6.585
Action-Comedy,en,287.552,Endurance Media-AGC Studios-Sentient Entertainment-Signature Films-Wideangle Films-Lipsync Productions,2023-10-05,40000000.0,108.0,6.491
Animation-Horror,en,286.629,Coverage Ink,2019-11-30,2500000.0,91.0,5.8
Science Fiction-Action,en,281.797,Legendary Pictures-Huahua Media-TOHO,2019-05-29,170000000.0,132.0,6.69
Animation-Comedy-Family-Fantasy,en,281.488,Walt Disney Pictures-Walt Disney Animation Studios,2021-10-13,50000000.0,102.0,7.654
Action-Adventure-Science Fiction,en,279.277,Warner Bros. Pictures-Double Dream-The Disco Factory-DC Films,2023-06-13,300000000.0,144.0,6.835
Animation-Adventure-Fantasy,ja,278.307,Studio Ghibli,2023-07-14,50000000.0,124.0,7.521
Action-Fantasy-Horror-Thriller,en,275.489,The Electric Shadow Company-Davis Films-Pressman Film-Ashland Hill Media Finance-FilmNation Entertainment-Hassell Free Productions-30WEST-Lionsgate-Yellow Flower-Czech Anglo Productions-Maze Pictures,2024-08-21,50000000.0,111.0,5.479
Action-Science Fiction-Adventure,en,270.688,Warner Bros. Pictures-The Safran Company-DC Films,2023-08-16,104000000.0,128.0,6.873
Drama-History-War,en,269.007,Permut Presentations-Summit Entertainment-Lionsgate-IM Global-Screen Australia-Pandemonium-Cross Creek Pictures-Screen NSW-Demarest Films-Vendian Entertainment,2016-10-07,40000000.0,139.0,8.189
Mystery-Thriller-Action-Science Fiction,en,267.683,Studio 8-Solstice Productions-Ingenious Media-Double R Productions,2023-05-11,70000000.0,94.0,6.462
Thriller-Action-Science Fiction,en,262.576,20th Century Studios,2022-08-02,65000000.0,100.0,7.798
Horror-Mystery,en,259.863,Blumhouse Productions-Scott Cawthon Productions,2023-10-25,20000000.0,110.0,7.719
Action-Adventure-Science Fiction,en,257.264,New Line Cinema-Flynn Picture Company-DC Films-Seven Bucks Productions,2022-10-19,200000000.0,124.0,7.054
Comedy-Science Fiction-Mystery,en,252.468,MACRO-Made With Love Media,2023-06-14,47000000.0,122.0,7.059
Action-Crime-Thriller,en,248.977,Miramax-Cedar Park Entertainment-Punch Palace Productions,2024-01-08,35000000.0,105.0,7.4
Science Fiction-Horror,en,245.656,Atomic Monster-Blumhouse Productions-Divide / Conquer-Universal Pictures,2022-12-28,12000000.0,102.0,7.308
Animation-Family-Adventure-Fantasy-Comedy,en,244.799,Universal Pictures-Illumination-Nintendo,2023-04-05,100000000.0,93.0,7.685
Drama-History,es,238.899,Apaches Films-El Arriero Films-Telecinco Cinema,2023-12-14,65500000.0,144.0,8.1
Science Fiction-Action-Adventure,en,237.124,Marvel Entertainment-Columbia Pictures-Pascal Pictures-Matt Tolmach Productions-Avi Arad Productions-Sony Pictures,2021-09-30,110000000.0,97.0,6.873
Action-Drama-Science Fiction,en,236.273,Legendary Pictures,2014-05-14,160000000.0,123.0,6.3
Comedy-Family-Fantasy,en,234.856,Warner Bros. Pictures-Village Roadshow Pictures-The Roald Dahl Story Company-Heyday Films-Domain Entertainment,2023-12-06,125000000.0,117.0,7.159
Action-Comedy-Horror-Thriller,en,231.922,Centropolis Entertainment-Village Roadshow Pictures-NPV Entertainment-Electric Entertainment-Warner Bros. Pictures,2002-07-17,30000000.0,99.0,5.741
Action-Comedy-Adventure,en,231.478,Maximum Effort-Genre Films-20th Century Fox,2018-05-10,110000000.0,120.0,7.491
Horror-Thriller-Mystery,en,230.032,Screen Media Films-Black Hangar Studios-Orwo Studios (US),2022-09-15,5000000.0,88.0,5.775
Action-Adventure-Science Fiction,en,226.927,Warner Bros. Pictures-Village Roadshow Pictures-Kennedy Miller Mitchell-RatPac Entertainment,2015-05-13,150000000.0,121.0,7.607
Action-Science Fiction-Adventure,en,226.317,Marvel Studios,2014-07-30,170000000.0,121.0,7.904
Horror,en,225.804,Spooky Pictures-Future Pictures-Good Fiend Films-Image Nation Abu Dhabi-VicScreen-AGC Studios,2024-03-19,2000000.0,93.0,7.307
Action-Adventure-Comedy,en,220.276,20th Century Fox-The Donners' Company-Genre Films-Marvel Entertainment,2016-02-09,58000000.0,108.0,7.615
Adventure-Fantasy-Family,en,220.17,Warner Bros. Pictures-Heyday Films-Patalex IV Productions Limited,2005-11-16,150000000.0,157.0,7.817
Horror-Comedy-Fantasy,en,217.484,Rosebud Releasing Corporation-Renaissance Pictures-Dino De Laurentiis Company,1987-03-13,3500000.0,84.0,7.5
Action-Comedy-Crime-Thriller,en,217.438,Columbia Pictures-Don Simpson/Jerry Bruckheimer Films,1995-04-07,19000000.0,119.0,6.81
Action-Adventure-Science Fiction,en,215.904,Marvel Studios-Pascal Pictures-Columbia Pictures,2021-12-15,200000000.0,148.0,7.992
Adventure-Fantasy,en,215.424,Warner Bros. Pictures-Heyday Films-1492 Pictures,2001-11-16,125000000.0,152.0,7.913
Family-Drama,en,215.361,Iris Productions-Shooting Script Films-Prescience-Stage 6 Films,2016-11-04,8000000.0,103.0,7.923
Animation-Comedy-Fantasy-Adventure-Family,en,207.13,DreamWorks Pictures-Pacific Data Images-DreamWorks Animation,2001-05-18,60000000.0,90.0,7.716
Science Fiction-Adventure-Action,en,205.855,Marvel Studios-Kevin Feige Productions,2023-05-03,250000000.0,150.0,7.976
Science Fiction-Drama,en,205.468,American Zoetrope-Caesar Film,2024-09-25,120000000.0,138.0,5.6
Action-Adventure-Fantasy,en,205.323,Marvel Studios,2016-10-25,180000000.0,115.0,7.422
Horror,en,203.803,Epica Pictures INC,2022-03-11,1500000.0,98.0,7.2
Adventure-Science Fiction-Action,en,201.42,Marvel Studios,2019-04-24,356000000.0,181.0,8.268
Science Fiction-Action-Adventure,en,199.987,di Bonaventura Pictures-Tom DeSanto/Don Murphy Production-Ian Bryce Productions-Paramount,2014-06-25,210000000.0,165.0,5.9
Adventure-Fantasy-Action,en,197.092,New Line Cinema-WingNut Films-The Saul Zaentz Company,2001-12-18,93000000.0,179.0,8.415
Horror-Mystery,en,196.082,Phantom Four-Spyglass Media Group,2022-09-28,14000000.0,121.0,6.464
Drama-History-Romance,en,195.639,Pandora Film-Mirabai Films-NDF International,1996-09-11,3000000.0,117.0,5.6
Adventure-Fantasy-Mystery,en,195.015,Warner Bros. Pictures-Heyday Films,2007-06-28,150000000.0,138.0,7.7
Action-Crime-Comedy,en,194.402,Columbia Pictures-Don Simpson/Jerry Bruckheimer Films,2003-07-18,130000000.0,146.0,6.631
Comedy-Crime-Action,en,191.849,Paramount Pictures-Eddie Murphy Productions-Don Simpson/Jerry Bruckheimer Films,1984-12-05,14000000.0,105.0,7.193
Action-Fantasy,en,191.037,Columbia Pictures-di Bonaventura Pictures,2024-02-14,80000000.0,116.0,5.532
Romance-Drama,ko,190.884,Yong Film,2022-10-06,119.0,119.0,8.319
Fantasy-Adventure-Action,en,190.547,Warner Bros. Pictures-Heyday Films,2022-04-06,200000000.0,142.0,6.8
Action-Adventure-Animation-Family-Comedy,en,188.643,DreamWorks Animation,2008-06-04,130000000.0,90.0,7.3
Adventure-Action-Science Fiction,en,188.593,Marvel Studios,2018-04-25,300000000.0,149.0,8.255
Drama-Romance,en,188.422,Universal Pictures-Perfect World Pictures,2018-01-17,55000000.0,105.0,6.699
Animation-Comedy-Family,en,188.259,Walt Disney Pictures-Walt Disney Animation Studios,2007-03-23,150000000.0,95.0,6.889
Adventure-Comedy-Family-Fantasy,en,186.776,Warner Bros. Pictures-Village Roadshow Pictures-The Zanuck Company-Plan B Entertainment-Theobald Film Productions,2005-07-13,150000000.0,115.0,7.049
Science Fiction-Drama,en,186.725,Alcon Entertainment-Columbia Pictures-Scott Free Productions-Bud Yorkin Productions-Torridon Films-16:14 Entertainment-Thunderbird Entertainment,2017-10-04,150000000.0,164.0,7.562
Adventure-Drama-Science Fiction,en,186.254,Legendary Pictures-Syncopy-Lynda Obst Productions,2014-11-05,165000000.0,169.0,8.439
Animation-Comedy-Family,en,186.093,Davis Entertainment-20th Century Fox,2004-06-10,50000000.0,80.0,5.667
Action-Drama,en,184.28,Santa Fe Films,2023-07-03,14500000.0,131.0,8.061
Animation-Fantasy-Action-Romance-Family,fr,183.787,ON Animation Studios-The Awakening Production-SND-Zagtoon-Method Animation-Fantawild-Mediawan,2023-07-05,86000000.0,107.0,7.76
Adventure-Fantasy,en,183.403,Warner Bros. Pictures-1492 Pictures-Heyday Films-P of A Productions Limited,2004-05-31,130000000.0,141.0,8.021
Animation-Family-Action-Science Fiction-Comedy-Drama-Adventure,en,183.373,Nickelodeon Movies-Spin Master-Paramount Pictures-Mikros Image,2023-09-21,30000000.0,92.0,7.089
Romance-Drama,en,182.524,Voltage Pictures-Wattpad,2023-09-13,14000000.0,93.0,7.001
Animation-Comedy-Family-Adventure-Fantasy,en,182.259,Sony Pictures Animation-Sony Pictures-MRC-Columbia Pictures,2022-01-31,75000000.0,92.0,7.09
Action-Crime-Thriller,en,182.136,308 Enterprises-Arcana Studio-BondIt Media Capital-Buffalo 8 Productions-Grandave Capital-Yale Productions-Saban Films,2022-11-11,20000000.0,93.0,5.7
Comedy-Romance,en,177.468,These Pictures-Berlanti Productions-Apple Studios,2024-07-06,100000000.0,132.0,7.452
Horror-Thriller-Mystery,en,176.649,Blinding Edge Pictures-Universal Pictures-FilmNation Entertainment-Wishmore-dentsu,2023-02-01,20000000.0,100.0,6.367
Action-Adventure-Thriller-Comedy,en,170.9,Talent International Media-Sparkle Roll Media-Tencent Pictures-XYZ Films-Changchun Film Studio-Huaxia Film Distribution,2023-07-06,80000000.0,103.0,7.0
Animation-Family-Fantasy,en,170.544,Laika-Pandemonium,2009-02-05,60000000.0,100.0,7.871
Thriller-Comedy-Crime,en,170.42,Universal Pictures-Brownstone Productions-Lord Miller,2023-02-22,32500000.0,96.0,6.219
Horror-Thriller,en,169.939,Greenway Entertainment,2022-01-23,20000.0,76.0,6.3
Science Fiction-Action-Drama-Thriller,en,169.174,TSG Entertainment-Chernin Entertainment-Ingenious Media,2014-07-08,170000000.0,130.0,7.329
Drama-Romance-Thriller,en,168.905,Focus Features-Michael De Luca Productions-Trigger Street Productions,2015-02-11,40000000.0,125.0,5.9
Drama,en,167.952,A24-Protozoa Pictures,2022-12-09,3000000.0,116.0,8.008
Drama-Romance,en,167.631,Paramount-20th Century Fox-Lightstorm Entertainment,1997-11-18,200000000.0,194.0,7.89
Animation-Family-Comedy-Fantasy,en,167.028,Walt Disney Pictures-Pixar,2022-03-10,175000000.0,100.0,7.4
Action-Adventure-Fantasy,en,165.878,Legendary Pictures-Tencent Pictures,2017-03-08,185000000.0,118.0,6.5
Crime-Mystery-Thriller,en,165.673,6th & Idaho-Dylan Clark Productions-DC Films-Warner Bros. Pictures,2022-03-01,185000000.0,177.0,7.714
Action-Adventure,en,165.132,Paramount Pictures-Skydance Media-TC Productions,2023-07-08,291000000.0,164.0,7.5
Mystery-Thriller-Horror,en,164.995,Monkeypaw Productions-Blumhouse Productions-QC Entertainment,2017-02-24,4500000.0,104.0,7.622
Action-Science Fiction-Fantasy,en,164.75,Columbia Pictures-Avi Arad Productions-Matt Tolmach Productions,2022-03-30,75000000.0,105.0,6.181
Action-Adventure-Comedy,en,161.315,Paramount-Fortis Films-Exhibit A Film-3dot Productions,2022-03-24,74000000.0,112.0,6.654
Action-Comedy-Crime,en,161.037,Eddie Murphy Productions-Paramount Pictures-Don Simpson/Jerry Bruckheimer Films,1987-05-18,28000000.0,103.0,6.493
Science Fiction-Adventure-Thriller,en,161.029,Lionsgate-Color Force,2014-11-19,125000000.0,123.0,6.804
Mystery-Thriller-Adventure,en,160.281,Metro-Goldwyn-Mayer,1959-07-08,4000000.0,136.0,8.0
Thriller-Drama-Horror,es,160.063,Morena Films-Backup Media-Cerdita AIE,2022-10-07,2400000.0,100.0,6.6
Action-Thriller,en,158.879,Thunder Road-Bron Studios-Monkeypaw Productions-Minor Realm-Creative Wealth Media Finance-WME Independent-S'YA Concept,2024-04-03,10000000.0,121.0,7.6
Adventure-Fantasy,en,158.564,Warner Bros. Pictures-Heyday Films-1492 Pictures,2002-11-13,100000000.0,161.0,7.72
Drama,en,157.675,1492 Pictures-Harbinger Pictures,2011-08-09,25000000.0,146.0,8.2
Action-Thriller-Comedy,en,157.372,Miramax-STX Entertainment-Toff Guy Films-Tencent Pictures-AZ Celtic Films,2023-01-04,50000000.0,114.0,6.876
Comedy-Adventure,en,157.167,LuckyChap Entertainment-Heyday Films-NB/GG Pictures-Mattel-Warner Bros. Pictures,2023-07-19,145000000.0,114.0,7.032
Horror-Mystery-Thriller,en,156.28,New Line Cinema-Atomic Monster-The Safran Company,2018-09-05,22000000.0,96.0,5.9
Action-Adventure-Drama,en,154.547,Warner Bros. Pictures-Universal Pictures-Amblin Entertainment,1996-05-10,92000000.0,113.0,6.495
Animation-Family-Comedy-Fantasy-Adventure-Romance,en,153.021,DreamWorks Pictures-Pacific Data Images-DreamWorks Animation,2004-05-19,150000000.0,93.0,7.2
Action-Adventure-Fantasy,en,152.859,Marvel Studios,2021-09-01,150000000.0,132.0,7.6
Adventure-Action-Science Fiction,en,152.338,Lionsgate-Color Force,2013-11-15,130000000.0,146.0,7.425
Family-Fantasy-Adventure-Drama,en,151.345,Chernin Entertainment-about:blank,2022-11-18,35000000.0,117.0,7.6
Science Fiction-Adventure,en,151.007,Legendary Pictures,2021-09-15,165000000.0,155.0,7.785
Adventure-Family-Animation-Action-Comedy,en,149.923,Walt Disney Pictures-Walt Disney Animation Studios,2014-10-24,165000000.0,102.0,7.734
War-History-Action-Drama,zh,149.286,Bona Film Group,2022-02-01,200000000.0,149.0,7.0
Animation-Drama-Comedy-Science Fiction,es,147.424,Arcadia Motion Pictures-LokizFilms-Noodles Production-Les films du Worso,2023-12-06,6000000.0,102.0,8.1
Action-Adventure,en,147.231,Columbia Pictures-Atlas Entertainment-PlayStation Productions-Arad Productions-Studio Babelsberg-Deutscher Filmförderfonds-Medienboard Berlin-Brandenburg,2022-02-10,120000000.0,116.0,7.043
Horror-Mystery-Thriller,en,146.814,New Line Cinema-The Safran Company-Atomic Monster,2021-05-25,39000000.0,111.0,7.5
Action-Adventure-Science Fiction,en,145.933,Marvel Studios,2022-11-09,250000000.0,162.0,7.119
Drama-Adventure-Romance-Action-History,cn,145.371,Keyfilms Roma-Lucky Red-Tai Seng Entertainment-Film Workshop-Medusa Film-One Dollar Production Limited-Local Production,2011-04-14,3500000.0,105.0,4.7
Crime-Thriller-Drama,en,145.268,Warner Bros. Pictures-Joint Effort-Village Roadshow Pictures-Bron Studios-DC Films,2019-10-01,55000000.0,122.0,8.163
Action-Thriller,en,145.127,Mid Atlantic Films-Ingenious Media-Dune Entertainment-Big Screen Productions-Temple Hill Entertainment-TSG Entertainment-Giant Pictures-Origo Film Group-20th Century Fox,2013-02-06,92000000.0,98.0,5.319
Family-Animation-Fantasy-Music-Comedy-Adventure,en,144.713,Pixar-Walt Disney Pictures,2017-10-27,175000000.0,105.0,8.2
Action-Crime-Science Fiction,en,144.183,Metro-Goldwyn-Mayer-Balboa Productions,2022-08-25,100000000.0,102.0,6.823
Adventure-Comedy-Science Fiction,en,143.888,Universal Pictures-Amblin Entertainment,1985-07-03,19000000.0,116.0,8.317
Action-Adventure-Thriller,hi,143.524,Red Chillies Entertainment,2023-09-07,36150000.0,169.0,7.4
Action-Comedy-Crime,en,143.032,Eddie Murphy Productions,1994-05-24,50000000.0,105.0,5.866
Action-Adventure-Fantasy,en,142.497,New Regency Pictures-Focus Features-Perfect World Pictures-Square Peg,2022-04-07,70000000.0,137.0,7.112
Horror-Thriller,en,141.43,Hyperobject Industries-Searchlight Pictures-Gary Sanchez Productions-TSG Entertainment,2022-11-17,35000000.0,107.0,7.233
Action-Adventure-Science Fiction,en,141.429,Marvel Studios,2015-04-22,365000000.0,141.0,7.274
Drama-Romance,en,141.364,A24-Killer Films-2AM-CJ ENM,2023-06-02,12000000.0,106.0,7.89
Animation-Action-Adventure-Science Fiction,en,139.932,Columbia Pictures-Lord Miller-Pascal Pictures-Sony Pictures Animation-Arad Productions-Marvel Entertainment,2018-12-06,90000000.0,117.0,8.402
Drama-Thriller-War,en,139.175,Lionsgate-Relativity Media-Sighvatsson Films-Michael De Luca Productions-Palomar Pictures,2009-01-22,26000000.0,105.0,7.292
Romance-Drama,en,139.036,CalMaple Films-Wattpad-Offspring Entertainment-Diamond Film Productions-Voltage Pictures-Frayed Pages Entertainment,2019-04-11,14000000.0,106.0,7.16
Comedy-Horror,en,137.953,Endgame Entertainment-Wayans Bros. Entertainment-IM Global-Open Road Films,2013-01-11,2500000.0,86.0,5.783
Adventure-Fantasy,en,137.468,Warner Bros. Pictures-Heyday Films,2009-07-15,250000000.0,153.0,7.694
Fantasy-Adventure,en,137.402,Warner Bros. Pictures-Heyday Films,2011-07-12,125000000.0,130.0,8.098
Adventure-Animation-Comedy-Family-Fantasy,en,135.909,Walt Disney Pictures-Walt Disney Feature Animation,2000-12-15,100000000.0,78.0,7.5
Action-Thriller-Science Fiction,en,135.822,Warner Bros. Pictures-Syncopy,2020-08-22,205000000.0,150.0,7.18
Adventure-Fantasy-Action,en,135.144,New Line Cinema-WingNut Films-The Saul Zaentz Company,2002-12-18,79000000.0,179.0,8.398
Drama-Comedy,en,134.757,FilmNation Entertainment-Metro-Goldwyn-Mayer-Free Association,2022-02-17,20000000.0,102.0,7.363
Mystery-Thriller-Drama,en,134.069,20th Century Fox-Regency Enterprises,2014-10-01,61000000.0,149.0,7.9
Comedy-Drama,en,134.015,30WEST-ARTE-BBC Film-TRT-Turkish Radio & Television-Bord Cadre Films-Coproduction Office-Film i Väst-Heretic-Imperative Entertainment-Piano-Sovereign Films-Plattform Produktion-SVT-Svensk Filminspelning-Essential Films-ZDF-Svenska Filminstitutet-Eurimages-Medienboard Berlin-Brandenburg-The Danish Film Institute-Canal+-Ciné+-DR-Nordisk Film & TV Fond-BFI-MOIN Filmförderung Hamburg Schleswig-Holstein-SF Studios-Bac Films,2022-09-23,15600000.0,147.0,7.275
Animation-Comedy-Family,en,133.603,Pixar,2001-11-01,115000000.0,92.0,7.84
Horror-Thriller,en,132.794,Evergreen Media Group-New Line Cinema-The Safran Company,2013-07-18,13000000.0,112.0,7.537
Horror-Drama-Fantasy,en,132.611,Columbia Pictures-Red Wagon Entertainment,1996-05-03,15000000.0,101.0,6.8
Crime-Action-Thriller,ko,132.484,Acemaker Movieworks-BA Entertainment-Kiwi Media Group-B&C CONTENT,2019-05-15,6500000.0,110.0,7.8
Animation-Comedy-Family-Fantasy-Action-Adventure,en,132.456,Pixar-Walt Disney Pictures,2021-06-17,200000000.0,95.0,7.9
Adventure-Action,en,132.307,Lucasfilm Ltd.,2023-06-25,294700000.0,155.0,6.6
Fantasy-Comedy-Family,en,131.719,Walt Disney Pictures-Weimaraner Republic Pictures,2022-09-27,30000000.0,107.0,7.4
Adventure-Drama-Family,en,131.16,Walt Disney Pictures-Fairview Entertainment,2019-07-12,260000000.0,118.0,7.131
Family-Animation-Comedy,en,130.38,Illumination-Universal Pictures,2010-07-08,69000000.0,95.0,7.244
Action-Adventure-Comedy,en,130.097,Universal Pictures-Chris Morgan Productions-Seven Bucks Productions,2019-08-01,200000000.0,137.0,6.865
Drama-Crime,en,129.103,Paramount Pictures-Alfran Productions-American Zoetrope,1972-03-14,6000000.0,175.0,8.692
Action-Animation-Adventure-Comedy-Family,en,129.022,DreamWorks Animation,2011-10-27,130000000.0,90.0,6.521
Fantasy-Animation-Family,en,128.943,Touchstone Pictures-Skellington Productions,1993-10-09,24000000.0,76.0,7.841
War-Drama-Action,en,127.696,Columbia Pictures-QED International-LStar Capital-Le Grisbi Productions-Crave Films,2014-10-15,68000000.0,135.0,7.529
Adventure-Fantasy-Action,en,127.575,Walt Disney Pictures-Jerry Bruckheimer Films,2003-07-09,140000000.0,143.0,7.789
Action-Comedy-Adventure,en,127.375,DC Films-Atlas Entertainment-The Safran Company-Warner Bros. Pictures,2021-07-28,185000000.0,132.0,7.5
Romance-Drama,en,126.887,Voltage Pictures-Wattpad-Vertical Entertainment-Ethea Entertainment-CalMaple Films,2021-09-01,14000000.0,99.0,7.13
Action-Crime-Thriller,en,126.553,Miramax-Metro-Goldwyn-Mayer-Lionsgate-Toff Guy Films-CAA Media Finance-Flic Films UK,2021-04-22,40000000.0,119.0,7.682
Drama-Action-Crime-Thriller,en,126.226,DC Comics-Legendary Pictures-Syncopy-Isobel Griffiths-Warner Bros. Pictures,2008-07-16,185000000.0,152.0,8.513
Comedy,en,125.966,Brad Grey Pictures-Gold/Miller Productions-Wayans Bros. Entertainment-Dimension Films,2000-07-07,19000000.0,88.0,6.346
Action-Adventure-Crime,en,125.625,Rox Productions-Revolution Studios-Maple Cage Productions-Huahua Media-Roth-Kirschenbaum Films-Shanghai Film Group-One Race-Paramount,2017-01-13,85000000.0,107.0,6.139
Fantasy-Action-Adventure,en,125.594,Marvel Studios-Kevin Feige Productions,2022-05-04,200000000.0,126.0,7.299
Action-Thriller-War,hi,124.732,Marflix Pictures-Viacom18 Studios-Prime Focus,2024-01-24,30069500.0,167.0,5.6
Crime-Thriller-Drama,en,124.074,Zero Gravity Management-Electric City Entertainment-RatPac Entertainment-Warner Bros. Pictures,2016-10-13,44000000.0,128.0,7.069
Comedy-Adventure-Fantasy-Animation-Family,en,123.12,DreamWorks Animation,2010-05-16,165000000.0,93.0,6.355
Action-Comedy-Crime,en,122.606,Saturn Films-Burr! Productions,2022-04-20,30000000.0,107.0,6.777
Horror-Mystery-Thriller,en,122.264,A24-Little Lamb Productions,2022-03-17,10000000.0,106.0,6.778
Science Fiction-Action-Adventure,en,122.226,Warner Bros. Pictures-Village Roadshow Pictures-Venus Castina Productions,2021-12-16,190000000.0,147.0,6.5
Animation-Family-Adventure-Fantasy,en,121.769,Walt Disney Pictures-Walt Disney Animation Studios,2013-11-20,150000000.0,102.0,7.248
Horror-Mystery-Science Fiction,en,121.47,NEON-100 Zeros-Waypoint Entertainment-Fiction Park,2024-08-02,7000000.0,103.0,5.5
Comedy,en,121.193,Legendary Pictures-Green Hat Films-Warner Bros. Pictures,2009-06-02,35000000.0,100.0,7.314
Action-Adventure-Fantasy,en,121.075,Marvel Entertainment-Columbia Pictures-Matt Tolmach Productions-Avi Arad Productions,2014-04-16,200000000.0,141.0,6.488
Science Fiction-Action-Adventure,en,120.506,Marvel Studios,2015-07-14,130000000.0,117.0,7.083
Action-War-Drama,en,120.185,Jerry Bruckheimer Films-Black Bear Pictures-Toff Guy Films,2024-04-18,60000000.0,120.0,7.286
Animation-Adventure-Family-Comedy,en,120.11,Walt Disney Animation Studios-Walt Disney Pictures,2016-02-11,150000000.0,109.0,7.747
Adventure-Drama,en,119.527,Entertainment One-Tucker Tooley Entertainment-Municipal Pictures-Lionsgate-Atmosphere Entertainment MM,2024-03-15,19000000.0,107.0,7.953
Science Fiction-Action-Fantasy-Adventure,ko,119.122,Caper Film,2022-07-20,24457676.0,143.0,7.163
Animation-Action-Adventure-Crime-Comedy,en,118.852,DreamWorks Animation-Universal Pictures,2022-03-17,80000000.0,100.0,7.7
Family-Fantasy-Animation-Romance,en,118.788,Walt Disney Productions,1950-02-22,2900000.0,74.0,7.044
Drama-Comedy-Family,fr,118.455,Nolita-TF1 Studio-Pathé-France 2 Cinéma-IDL Films,2022-12-21,12000000.0,109.0,6.9
Fantasy-Comedy-Adventure-Science Fiction,en,117.942,Columbia Pictures-Bron Studios-The Montecito Picture Company-Ghost Corps,2021-11-18,75000000.0,124.0,7.389
Action-Adventure-Science Fiction-Drama,en,117.558,Marvel Studios-Pascal Pictures-LStar Capital,2017-07-05,175000000.0,133.0,7.345
Comedy-Adventure-Fantasy,en,117.493,A24-Square Peg-IPR.VC-Access Entertainment,2023-04-14,35000000.0,179.0,7.0
Adventure-Fantasy,en,117.479,Warner Bros. Pictures-Heyday Films,2010-11-17,250000000.0,146.0,7.754
Drama-Action,en,117.473,Lionsgate-Mimran Schur Pictures-Solaris Film-Filmtribe,2011-09-09,25000000.0,140.0,7.84
Action-Drama,en,117.253,Paramount-Don Simpson/Jerry Bruckheimer Films,1986-05-16,15000000.0,110.0,7.027
Adventure-Action-Fantasy,en,117.087,Walt Disney Pictures-Jerry Bruckheimer Films-Moving Picture Company,2011-05-15,379000000.0,137.0,6.5
Fantasy-Action-Adventure-Animation-Comedy-Family,en,117.032,DreamWorks Animation,2014-06-05,145000000.0,102.0,7.675
