title,popularity,budget,runtime,vote_average,vote_count,release_year,release_month,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Outros,Romance,Science Fiction,Thriller,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros
Yentl,8.628,16.300417291085605,132.0,6.6,5.220355825078324,1983,11,0,0,0,0,1,0,0,0,0,1,1,0,0,0.49871629422752445,34.45434844551694,7.629873764259762,56.9448,2.85073062208483,1.827827111719085,False,True,False,False,False
Nine,8.628,18.197537205138154,119.0,5.5,6.29156913955832,2009,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0.44943264898013824,34.603630267570765,6.198711778933292,47.454,2.954782000240642,1.9867187683398329,False,True,False,False,False
Cyrus,8.626,15.76142084987672,91.0,5.9,5.811140992976701,2010,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5146341755426684,34.285731858562535,5.429134010477954,50.8934,2.819079867706262,1.9185596528196553,False,True,False,False,False
The Barbarian Invasions,8.625,15.894952224644102,99.0,7.1,5.768320995793772,2003,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5105075104870082,40.95507907013578,5.85973838124218,61.2375,2.8270148923814977,1.912253049635755,False,False,False,True,False
Men of War,8.624,15.967272877502799,103.0,5.3,4.382026634673881,1994,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5082726058726097,23.22474116377157,6.070510019118598,45.7072,2.8312863637689123,1.6830650011356274,False,True,False,False,False
The Messenger,8.624,15.687312888712007,113.0,6.8,5.872117789475416,2009,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5167998021918575,39.93040096843283,6.771611508311676,58.6432,2.8146487234361532,1.927472325029152,False,True,False,False,False
Riding the Bullet,8.622,15.424948670398354,98.0,5.0,5.10594547390058,2004,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0.5249331473125931,25.5297273695029,5.966533105617505,43.11,2.7988014392758886,1.8092629643515203,False,True,False,False,False
Little Big Soldier,8.62,17.034386422832473,96.0,6.9,5.5093883366279774,2010,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4779757845870836,38.01477952273304,5.323164190296987,59.477999999999994,2.8922802923091946,1.8732454942989716,False,False,True,False,False
A Mighty Wind,8.617,15.607270193858982,91.0,6.8,5.288267030694535,2003,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5188691398051912,35.960215808722836,5.4795278777152605,58.595600000000005,2.809840562969964,1.8386855209387276,False,True,False,False,False
Promised Land,8.613,16.52356082573315,106.0,6.3,6.396929655216146,2012,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4915096929016794,40.30065682786172,6.048998890929759,54.2619,2.8635463083350072,2.001065002653271,False,True,False,False,False
Fish Tank,8.607,14.914123179965662,123.0,7.0,6.576469569048224,2009,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5408403531044285,46.03528698333757,7.728983784343524,60.248999999999995,2.767206965277634,2.0250473350939955,False,True,False,False,False
Gods and Monsters,8.601,16.118095750958314,105.0,7.0,5.6937321388027,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5024507471585147,39.8561249716189,6.133859836256719,60.20700000000001,2.840136135027038,1.9011715868708958,False,True,False,False,False
Hard Eight,8.6,14.914123179965662,102.0,6.9,6.553933404025811,1997,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5404004922386528,45.2221404877781,6.409401187016581,59.34,2.767206965277634,2.0220684082632934,False,True,False,False,False
Night of the Living Deb,8.599,14.508658238524095,84.0,5.4,4.74493212836325,2015,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5544644718934975,25.62263349316155,5.416329298645631,46.4346,2.7413984640023243,1.748318097194945,False,True,False,False,False
Nothing to Declare,8.597,17.147715103853763,108.0,5.8,6.907755278982137,2010,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4737235487113406,40.06498061809639,5.951162412565405,49.86259999999999,2.8985446631912657,2.0678439588232274,False,False,False,True,False
White Sands,8.591,16.906553056777135,101.0,5.8,4.77912349311153,1992,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47976849440314495,27.71891626004687,5.640393194589413,49.827799999999996,2.8851667384085613,1.7542520263946595,False,True,False,False,False
Simon Birch,8.591,16.811242881518265,114.0,6.716,5.272999558563747,1998,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0.482335795269762,35.413465035314125,6.400451712344648,57.697156,2.879829880465673,1.836254638743768,False,True,False,False,False
Ghoulies,8.588,13.815511557963774,81.0,4.8,5.313205979041787,1985,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.5796627383671876,25.503388699400578,5.4672428746788775,41.22239999999999,2.6956747101603242,1.8426436266120914,False,True,False,False,False
Adam's Rib,8.584,14.362475807049675,100.0,7.2,5.4638318050256105,1949,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5587641020766259,39.339588996184396,6.509367451964421,61.8048,2.731927900085359,1.8662223006181342,False,True,False,False,False
Violet & Daisy,8.583,15.894952224644102,88.0,6.1,5.3612921657094255,2011,9,1,0,1,1,1,0,0,0,0,0,0,0,1,0.5080215608707236,32.703882210827494,5.208656338881938,52.3563,2.8270148923814977,1.8502315274246866,False,True,False,False,False
Gentlemen Broncos,8.581,16.118095750958314,89.0,5.8,4.912654885736052,2009,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5012823929039896,28.493398337269102,5.199176432636647,49.7698,2.840136135027038,1.777094949793928,False,True,False,False,False
Irreplaceable You,8.579,16.118095750958314,96.0,7.0,6.4692503167957724,2018,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5011655574785371,45.28475221757041,5.608100421720429,60.053000000000004,2.840136135027038,2.0107946349110515,False,True,False,False,False
The Super,8.578,14.648420115681892,90.0,5.2,4.787491742782046,2018,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5481703543607991,24.894957062466638,5.751379329968748,44.605599999999995,2.75036996081562,1.755698992678211,False,True,False,False,False
Missionary Man,8.576,14.508658238524095,93.0,5.4,3.4657359027997265,2007,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5529814293474397,18.714973875118524,5.996650294929092,46.31040000000001,2.7413984640023243,1.496434016604423,False,True,False,False,False
The Day of the Triffids,8.576,13.527829818844937,93.0,6.2,5.003946305945459,1962,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5903152850039272,31.024467096861848,6.401506705383071,53.171200000000006,2.676066107779104,1.7924169706841675,False,True,False,False,False
Sometimes a Great Notion,8.576,15.112973978601556,114.0,7.0,4.356708826689592,1971,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0.5322419071357746,30.496961786827143,7.07504400810148,60.032000000000004,2.779624784658182,1.6783497616208911,False,True,False,False,False
The Legend of the Christmas Witch,8.575,15.987108447708977,98.0,5.3,5.645446897643238,2018,12,0,0,1,0,0,1,1,0,0,0,0,0,0,0.504794563853891,29.92086855750916,5.7690807297587545,45.4475,2.832454729775798,1.893931943123261,False,False,False,True,False
Mrs. Miniver,8.575,14.111161544112575,134.0,7.1,5.342334251964811,1942,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5674613414043532,37.930573188950156,8.867617463344995,60.88249999999999,2.7154336458723014,1.8472468792313919,False,True,False,False,False
The Cassandra Crossing,8.574,15.607270193858982,129.0,6.2,5.087596335232384,1976,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5162799123464906,31.54309727844078,7.7676823761018525,53.1588,2.809840562969964,1.8062533133730014,False,True,False,False,False
The Return,8.573,16.52356082573315,85.0,5.9,6.1224928095143865,2006,11,0,0,0,0,1,0,0,1,0,0,0,0,1,0.48922705181076254,36.122707576134886,4.850612318198392,50.58070000000001,2.8635463083350072,1.963257777844227,False,True,False,False,False
Decoding Annie Parker,8.573,14.508658238524095,91.0,6.159,4.248495242049359,2014,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5527879890153452,26.166482195782002,5.867690073532767,52.801107,2.7413984640023243,1.6579414149579819,False,True,False,False,False
Animal Kingdom: Let's Go Ape,8.572,17.442003866251447,100.0,5.3,5.717027701406222,2015,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0.4648084916458896,30.300246817452976,5.422404242252562,45.431599999999996,2.914630881760754,1.9046457503503968,False,False,False,True,False
The Stendhal Syndrome,8.569,15.150511887854474,119.0,5.6,5.337538079701318,1996,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.530571418386068,29.890213246327377,7.3681875117215645,47.9864,2.781951745008745,1.8464903775306214,False,False,False,True,False
Lake Bodom,8.568,13.910821646859095,90.0,5.3,5.3981627015177525,2016,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5746162218904157,28.610262318044086,6.035884683722855,45.410399999999996,2.7020872343581788,1.85601087126303,False,False,False,True,False
One-Eyed Jacks,8.568,15.607270193858982,141.0,6.747,5.153291594497779,1961,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5159186247941138,34.769258388076516,8.490257480855513,57.808296,2.809840562969964,1.8169871572575529,False,True,False,False,False
Carpool,8.568,16.648723960844016,89.0,5.022,4.248495242049359,1996,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0.4854741917324572,21.335943105571882,5.042857500488877,43.028496,2.8706634839297305,1.6579414149579819,False,True,False,False,False
Lucas,8.567,15.607270193858982,108.0,6.7,5.225746673713202,1986,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5158584102020509,35.012502713878455,6.5031759427829465,57.398900000000005,2.809840562969964,1.828693382742085,False,True,False,False,False
Back to Mom's,8.566,15.967272877502799,97.0,5.7,6.056784013228625,2016,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5048542604249506,34.52366887540316,5.71688807625732,48.82620000000001,2.8312863637689123,1.9539894255178158,False,False,False,True,False
The Musketeer,8.566,17.50439003707821,104.0,5.4,5.267858159063328,2001,9,1,1,0,0,0,1,0,0,0,0,1,0,0,0.46291717710423635,28.446434058941975,5.620287931221174,46.256400000000006,2.918008003234778,1.8354346948604652,False,True,False,False,False
20th Century Boys 1: Beginning of the End,8.566,16.811242881518265,142.0,6.764,4.31748811353631,2008,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0.48093218743810756,29.203489599959603,7.972492483797719,57.94042400000001,2.879829880465673,1.6710010327416251,False,False,True,False,False
Gun,8.566,16.118095750958314,81.0,5.4,4.418840607796598,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5004061272130957,23.86173928210163,4.731834730826612,46.256400000000006,2.840136135027038,1.68988188256892,False,True,False,False,False
Phoenix Forgotten,8.566,14.845130332288226,87.0,5.993,5.594711379601839,2017,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0.5406077337555714,33.529105297953826,5.490645906693287,51.33603800000001,2.7628622185611365,1.8862680216940895,False,True,False,False,False
Lage Raho Munna Bhai,8.559,14.403297778421795,144.0,7.2,5.10594547390058,2006,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5556602308883588,36.76280741208418,9.348647417680066,61.62479999999999,2.7345816279505355,1.8092629643515203,False,False,True,False,False
Mr. Destiny,8.558,16.811242881518265,110.0,6.2,5.1298987149230735,1990,10,0,0,1,0,0,0,1,0,0,0,1,1,0,0.480483032931978,31.805372032523056,6.175874459279924,53.0596,2.879829880465673,1.8131782269605679,False,True,False,False,False
Dark Touch,8.536,14.819644753880922,90.0,4.985,4.605170185988092,2013,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5395822809425554,22.95677337715064,5.6891290164983594,42.55196,2.761252506580484,1.7236894193081456,False,True,False,False,False
The Academy of Magic,8.534,16.300417291085605,89.0,7.3,3.7612001156935624,2020,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0.493282899274188,27.456760844563004,5.144384583478173,62.2982,2.85073062208483,1.5604997616108316,False,True,False,False,False
Contempt,8.533,13.710151153416941,103.0,7.14,6.517671272912275,1963,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5800756165593794,46.53617288859364,7.001967479856567,60.925619999999995,2.6885378101157493,2.0172564188484525,False,False,False,True,False
The Round Up,8.532,16.811242881518265,115.0,7.6,6.812345094177479,2010,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0.47902328078705736,51.773822715748835,6.456596025610829,64.8432,2.879829880465673,2.055705186920661,False,False,False,True,False
"Gamera, the Giant Monster",8.529,12.793862088206213,79.0,6.066,4.5217885770490405,1965,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0.6183184916204372,27.429169508379477,5.727184996836034,51.736914,2.6242237170039373,1.7087018253879918,False,False,True,False,False
Film Stars Don't Die in Liverpool,8.526,16.118095750958314,105.0,6.5,4.983606621708336,2017,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0.49806941870404553,32.393443041104184,6.133859836256719,55.419,2.840136135027038,1.7890235001604364,False,True,False,False,False
Metro,8.525,16.380459992348886,130.0,6.8,5.68697535633982,2013,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.49049334734252265,38.67143242311078,7.4796639477452125,57.97,2.8553465862504646,1.9001616577562157,False,False,False,True,False
Atlas Shrugged: Part I,8.522,16.52356082573315,97.0,5.3,5.056245805348308,2011,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0.4863166844198435,26.79810276834603,5.535404645473459,45.1666,2.8635463083350072,1.801090104041353,False,True,False,False,False
The Last Circus,8.521,15.76142084987672,106.0,6.6,5.823045895483019,2010,12,0,1,1,0,1,0,0,1,0,0,0,0,1,0.5083697901459632,38.43210291018792,6.324046210007287,56.238600000000005,2.819079867706262,1.92030598439472,False,False,False,True,False
2 Days in New York,8.521,15.894952224644102,91.0,5.7,5.54907608489522,2012,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0.504351825722875,31.629733683902757,5.3862241686165495,48.569700000000005,2.8270148923814977,1.879323983956676,False,True,False,False,False
The Art of War,8.51,17.50439003707821,117.0,5.7,6.037870919922137,2000,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0.45989086821819414,34.415864243556186,6.322823922623821,48.507,2.918008003234778,1.9513056982825179,False,True,False,False,False
The Children of Huang Shi,8.509,17.50439003707821,125.0,6.7,4.867534450455582,2008,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4598368269880863,32.612480818052404,6.755153763486988,57.0103,2.918008003234778,1.7694345201285457,False,False,True,False,False
Beneath the Valley of the Ultra-Vixens,8.508,12.384223015005313,93.0,5.3,4.343805421853684,1979,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6356738071729315,23.022168735824525,6.948479556544738,45.09239999999999,2.594076626352433,1.6759380249901916,False,True,False,False,False
3 Godfathers,8.507,14.033039174997754,106.0,6.786,4.948759890378168,1948,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5658869042361336,33.58228461610625,7.051135752795365,57.72850199999999,2.7102503905757653,1.783182776049518,False,True,False,False,False
White Tiger,8.504,16.213405921671733,105.0,5.7,4.31748811353631,2012,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0.49403354796237253,24.609682247156968,6.099896817503424,48.4728,2.845688494284694,1.6710010327416251,False,False,False,True,False
Communion,8.503,15.424948670398354,103.0,5.3,4.897839799950911,1989,11,0,0,0,0,1,0,0,1,0,0,0,1,1,0.517688071398629,25.95855093973983,6.270948059985745,45.0659,2.7988014392758886,1.7745861482661287,False,True,False,False,False
The Toxic Avenger Part II,8.503,14.648420115681892,109.0,5.5,4.820281565605037,1989,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0.5433775382524918,26.511548610827703,6.965559410739928,46.7665,2.75036996081562,1.7613486395430595,False,True,False,False,False
The Gilded Cage,8.502,15.76142084987672,90.0,6.8,5.66988092298052,2013,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.507236234693226,38.55519027626753,5.369473197175998,57.8136,2.819079867706262,1.8976020071415636,False,False,False,True,False
When the Last Sword Is Drawn,8.5,15.201805169084134,137.0,7.573,4.418840607796598,2003,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5246328980809793,33.46387992284364,8.455847886716962,64.3705,2.7851226662208344,1.68988188256892,False,False,True,False,False
The Molly Maguires,8.495,16.213405921671733,120.0,6.3,4.1588830833596715,1970,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0.4935106996637294,26.20096342516593,6.971310648575342,53.518499999999996,2.845688494284694,1.6407200993500939,False,True,False,False,False
The Princess of Montpensier,8.495,16.505668374095126,139.0,6.4,5.476463551931511,2010,11,1,0,0,0,1,0,0,0,0,1,1,0,0,0.48527138858467656,35.04936673236167,7.940285228165986,54.367999999999995,2.8625247355740413,1.8681746132307353,False,False,False,True,False
Battle in Seattle,8.494,15.894952224644102,99.0,6.4,5.308267697401205,2007,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5027537152552635,33.972913263367715,5.85973838124218,54.3616,2.8270148923814977,1.8418611059620993,False,True,False,False,False
The Pick-up Artist,8.494,16.52356082573315,81.0,5.7,5.0238805208462765,1987,9,0,0,1,1,0,0,0,0,0,0,1,0,0,0.48471883565620166,28.636118968823776,4.622348209106703,48.4158,2.8635463083350072,1.795731656444039,False,True,False,False,False
Under the Tree,8.493,14.535659390547092,89.0,6.8,4.859812404361672,2017,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5466777937451239,33.04672434965937,5.728755874639824,57.7524,2.7431379874252113,1.7681175901689328,False,False,False,True,False
Savior,8.492,16.118095750958314,103.0,7.117,4.927253685157205,1998,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.49608321647135295,35.06726447726383,6.0170244108042095,60.43756400000001,2.840136135027038,1.7795609835022244,False,False,False,True,False
Torn Curtain,8.491,14.914123179965662,127.0,6.625,6.161207321695077,1966,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0.5335512301858607,40.817998506229884,7.980332850501037,56.252874999999996,2.767206965277634,1.9686785871062156,False,True,False,False,False
Chocolat,8.486,16.733281344102608,119.0,6.875,6.478509642208569,2016,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0.4785352375194854,44.53975379018391,6.710545989255098,58.34125,2.8754431759516543,2.012033526440284,False,False,False,True,False
Tales from the Darkside: The Movie,8.486,15.068273812173887,93.0,6.2,5.700443573390687,1990,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0.5281214459745335,35.34275015502226,5.787802789963658,52.613200000000006,2.7768467571891517,1.9021737291891518,False,True,False,False,False
Tadpole,8.483,11.918397239722838,79.0,5.8,4.343805421853684,2002,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0.6566604078341535,25.194071446751366,6.1153097039842175,49.2014,2.558652438006258,1.6759380249901916,False,True,False,False,False
Summertime,8.483,13.910821646859095,100.0,6.9,4.718498871295094,1955,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.5689156641335664,32.55764221193615,6.7065385374698385,58.532700000000006,2.7020872343581788,1.7437063358613225,False,True,False,False,False
I Know Who Killed Me,8.482,16.300417291085605,105.0,4.517,5.780743515792329,2007,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0.49027719142766135,26.111618460833952,6.069217767024811,38.313194,2.85073062208483,1.9140867590359603,False,True,False,False,False
Trees Lounge,8.478,14.077875591662238,95.0,6.9,5.003946305945459,1996,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5622808033174225,34.52722951102367,6.300622353757388,58.498200000000004,2.7132284767714037,1.7924169706841675,False,True,False,False,False
Pawn,8.477,18.234351177809064,88.0,5.621,4.955827057601261,2013,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.440721910587763,27.85670389077669,4.5751478272647335,47.64921700000001,2.956697804302309,1.7843700777314968,False,True,False,False,False
The Paper,8.474,15.607270193858982,112.0,6.7,5.030437921392435,1994,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5102584531402101,33.703934073329314,6.7440343110341665,56.775800000000004,2.809840562969964,1.7968196318819551,False,True,False,False,False
In a Better World,8.474,16.52356082573315,118.0,7.1,5.855071922202427,2010,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.48357751511074326,41.57101064763723,6.733791218204827,60.1654,2.8635463083350072,1.9249888048924875,False,False,False,False,True
Delicious,8.471,15.424948670398354,112.0,7.0,5.198497031265826,2021,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0.5157398156906723,36.389479218860785,6.818894977848577,59.297,2.7988014392758886,1.8243068483519838,False,False,False,True,False
Julia,8.47,15.607270193858982,144.0,6.862,4.59511985013459,2008,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5100175947719588,31.531712411623555,8.670901257043928,58.121140000000004,2.809840562969964,1.7218947624700471,False,True,False,False,False
