Receita_Real,Receita_Prevista
18.0,24732781.3842458
47042000.0,85442048.0883561
13071438.0,46019033.16830459
45629909.0,115934949.81897433
23430766.0,28114011.6126901
98410061.0,14800006.850934278
3049135.0,10380854.818199668
586764305.0,236733876.5822841
38934048.0,17571285.084342476
4181043.0,14665651.304075077
885000.0,-5006224.845140985
6300000.0,-67834.42716442514
83453539.0,6085863.981524857
33750478.0,34377188.74748553
63543328.0,67265886.78486216
7600000.0,16024275.391160756
127233108.0,116259010.24085656
168167691.0,160253389.81377304
155500000.0,100379520.17428917
2807390.0,3851185.360153936
351723989.0,221343115.68639404
12484444.0,7781319.59464615
2640850.0,-4060653.252882789
64000000.0,40183419.09939004
37823676.0,30825802.810845308
3926386.0,20366969.792899836
30900000.0,2315599.3365444867
10143022.0,25258150.25103155
1700000.0,-2814417.5578583702
2028612.0,9704399.675889814
668045518.0,673109330.021012
72028752.0,130149282.63261323
1632440.0,8245467.295904666
67414985.0,60598616.95805072
769563.0,-1050528.6545603052
632302312.0,376862661.3903736
65000000.0,1518365.896963438
37121708.0,21870863.37887702
18867659.0,47180109.75758729
644571402.0,508322650.01280534
100020092.0,145073052.31173652
46616067.0,12921680.756771933
3419456.0,5881575.975253677
2500000.0,-4374080.239385234
89519773.0,160352634.81714368
9216.0,36705042.70450436
58292295.0,250378884.88716096
10500000.0,28063399.65930953
2044892.0,-696685.3431155011
50236831.0,87867348.04566336
47817020.0,55059665.113757275
441400000.0,33503019.231076986
11672363.0,22820384.566869885
8000000.0,6130647.039989982
8000000.0,-3874308.0063483436
348319861.0,99952133.07335685
16700000.0,34871322.49823038
152322.0,-4081732.8499685987
181674817.0,475834713.83074373
10611160.0,39940493.71651719
174600318.0,85874108.6619426
148412065.0,129992889.29799648
933959197.0,749196434.7822049
15938065.0,4479906.954014817
359853.0,-4131969.102175081
11176469.0,3939966.1622628607
3430000.0,-72343.80116618052
135039924.0,176166491.25459373
49078000.0,13144487.288508315
2400000.0,-3977035.564857469
665258.0,-4518716.302695944
16675000.0,7005741.200235015
28283637.0,166073442.50602615
521311860.0,536738782.5852768
583000.0,-3659014.354336555
40000000.0,13762473.012914546
1798500.0,-1786959.2700901497
12974636.0,12828912.164497357
66700000.0,100177971.86230801
22244207.0,31011280.02862505
8143225.0,18995093.049774934
134095253.0,88472352.78222327
1585582.0,25239680.48605381
2023414.0,-2363128.2461251467
16201.0,-3210387.5248124762
3000000.0,-4143264.7944109943
43493123.0,31086988.075002976
23800000.0,69665131.18086153
124731534.0,115241853.89815369
4500000.0,-1860336.9986285209
68729358.0,67052465.05253817
274661.0,-2248252.5107722506
107217396.0,40553234.16633077
384335608.0,296854269.6108053
29116320.0,88304142.05867344
225097437.0,91240812.57746927
26888376.0,10109924.95401316
481800873.0,276024934.6262527
2120439.0,13034750.78999887
1777709.0,13810296.511517633
2700000.0,55435566.80779295
109423648.0,145536835.30633998
72266306.0,-975849.4318136973
5519569.0,81781282.7643152
766075.0,5491692.63539451
13007551.0,5359606.437221443
4796993.0,43273960.4131278
4836637.0,45912112.41844967
7793.0,80244636.20577765
11300653.0,39883795.13604168
16680689.0,195920801.96396446
34327391.0,87920478.60335907
18869631.0,17568226.779102657
1000000.0,-4922136.470496717
260131.0,29081635.403861754
4100000.0,1040658.8761680322
929868.0,-2472283.4272432867
7314027.0,45855263.921050645
24517.0,-4830069.322245281
2474000.0,36701714.54880221
2363584.0,7505234.406021101
5155325.0,5641300.336516736
13644292.0,114972543.1367412
32511655.0,211781.23003490455
82102379.0,295628428.9105617
92600000.0,17445907.59352233
4500000.0,-868819.9547019061
22030000.0,33780489.40848866
14859394.0,75930227.25227803
22939027.0,30983395.480850205
57615777.0,13968220.81648485
13350369.0,-2134555.5159741933
895921036.0,451473084.45488816
72527595.0,37413010.384138264
41771168.0,60908981.58948162
743445.0,6643541.913009137
97918663.0,91230558.25990047
103735.0,3805310.7815566175
65595485.0,66945394.385759726
131523093.0,121527908.35547838
90410749.0,33981138.218928695
3100000.0,-3468786.7872119593
51801187.0,109093063.3760045
264218220.0,520618406.0059964
20173742.0,3818683.3711346593
48443734.0,55043923.83678761
5934907.0,16116534.26589536
71000000.0,127295460.14111456
284785.0,-2697332.440588746
61631776.0,31336111.326367833
21949234.0,73005194.22210705
66308758.0,100402427.48020312
500000.0,895311.5927420044
153698625.0,55459973.28294211
4500.0,24934929.36392104
952820.0,24764054.05449221
299457024.0,506647898.0767715
27975429.0,55991728.61066984
2000000.0,45870075.71309448
314432665.0,446298551.92264956
9493259.0,87918439.7331992
58853106.0,8882208.324545708
15348213.0,34830023.87131233
27391084.0,27923227.335817724
55707411.0,115189412.95830616
2957970.0,17478612.910730317
443280904.0,291497310.29530746
9346177.0,22389354.844283577
34806812.0,145302005.43733722
9851610.0,145082676.97822654
14225876.0,7185560.946857056
17618280.0,3573289.962164689
22165608.0,55158400.399587974
25155355.0,25226337.879860472
43671.0,6680301.542656399
85412898.0,115291206.54937668
100860818.0,133083610.51204248
35856053.0,37000498.97737885
131016624.0,85300796.36301495
167323950.0,115209531.80944264
145969.0,35226664.978910394
8300000.0,-1185573.8192677023
42472472.0,54798329.93267609
21095683.0,19247022.836610403
116643346.0,235581705.05825853
3200000.0,27885718.12155286
52300000.0,97949572.79235278
17635215.0,86173762.60867566
1075504.0,729611.2432473972
4800000.0,-3868641.3831276316
52164016.0,166122285.4397092
1430655.0,14972250.189777553
87970000.0,17519278.18382878
20851521.0,15733706.409993041
48065672.0,33963178.171490915
24362772.0,69970661.87099661
25900.0,9861932.379125308
13300000.0,2432132.729269649
109000000.0,39825987.17033212
35208854.0,69869797.76485191
93411426.0,40160991.52763135
10626725.0,45883268.4023643
11179372.0,-576601.8873754647
17336370.0,61257508.453282416
68792531.0,69995098.32953046
709827462.0,146557349.7881297
51718367.0,12579321.081668809
157107755.0,236003151.51365978
42972994.0,71208016.1909666
1061.0,39877768.47571615
1615018.0,-1135695.338184189
105983.0,18854470.975512568
141069860.0,115520969.22636443
8596000.0,39755796.06673975
5450815.0,-1759424.0013894574
29100000.0,37000199.143531814
17976667.0,115099013.05342323
33579813.0,18960012.489671104
1047676.0,39728900.97066015
76249438.0,175824110.9846573
449762638.0,446107437.82854545
406950844.0,600686404.7543566
27092880.0,8568132.369769955
48975567.0,42893167.4920257
3600000.0,15805297.344115123
98185582.0,82380320.807319
10462500.0,-1883085.52847485
46362.0,6771391.065387543
28733290.0,39995303.34375633
25836616.0,52554099.63559707
1083395.0,672612.8289248478
79000000.0,25625716.56411947
25000000.0,-2531879.4295156733
195243411.0,416025068.6012961
87754044.0,54332489.29080999
255614941.0,25604998.045288917
5796630.0,70039293.83858435
50671850.0,71636388.8082345
301970083.0,446170043.1358077
343397247.0,236133699.17066157
558000.0,24178575.01338094
214215889.0,154535028.9563573
62646763.0,49747171.15777566
28169671.0,115836814.20083772
235956898.0,72330863.96475153
130482868.0,301494925.86572146
3529201.0,-4176155.22267759
34416893.0,109480508.67315127
53760.0,700617.3102385048
100489151.0,25185620.443432264
155446362.0,145970964.73347104
26126837.0,19038838.80805826
4360000.0,-2034532.6138659902
160000000.0,17923578.648334045
22428990.0,54914125.76440343
80035402.0,20025310.94192686
179033791.0,76166046.57297601
2297493.0,54730927.283861205
71009334.0,69966314.2802145
23000000.0,12406586.802388322
53918723.0,70232506.76961777
5359645.0,55130395.91827432
53825515.0,234988213.94142503
9229401.0,15958491.845119897
14655628.0,107978363.61791974
31672678.0,115975607.28863314
553198.0,2878246.9390688455
17432163.0,55058615.69529264
223241637.0,205612343.20795912
969204.0,24921946.55834415
660537.0,4827182.086478846
31429330.0,25087184.991448607
46000000.0,18008401.643662028
595214.0,27832557.58047244
100654149.0,79035310.5075973
8300000.0,51777020.25422016
34560577.0,56662516.89327061
25405445.0,16577708.706029572
49276818.0,265829882.40292168
26325256.0,26218744.906169917
159313561.0,25728229.756422885
39673162.0,31258373.101971775
22754725.0,127012836.75689344
242115.0,31115682.174164824
47340586.0,25644756.01340659
4700000.0,-1611584.8964389558
1451343.0,84972358.36696592
103891409.0,214199326.54283828
45640143.0,19146719.026223715
1594955.0,31598864.41867186
368100420.0,205455080.35518593
143485.0,6764255.01982796
153000000.0,131260886.63713409
11534477.0,145115029.0503223
3486375.0,2371968.0997882495
3562793.0,23781977.60738339
80631.0,-689258.8153413376
1720953.0,-3044214.912506504
201585328.0,121738691.54994841
962102237.0,266037937.10938358
12000000.0,3786930.9667329863
216909830.0,145875617.57011193
8200000.0,12836138.160211053
1797000.0,-2839071.8380012535
40105542.0,39989786.40097077
6399.0,70240992.06748903
21800302.0,84846278.23428506
2970000.0,-2140503.644190469
18750246.0,12837637.329446256
101646581.0,76021616.60885622
35487190.0,24111518.082355443
55305279.0,91105827.3795313
104876233.0,130954096.64484145
12009070.0,42818272.93239445
69633110.0,208981756.04747027
52970014.0,40112628.328103594
10600000.0,42068200.70991663
35134820.0,223041918.2323202
9567121.0,18436645.020272817
7016.0,18845296.059793103
55260558.0,30974580.36574719
41900000.0,10702126.785304412
245000.0,-4630892.623651789
33395426.0,4973182.392885199
23978402.0,27893483.81819123
2745966.0,915868.0290294467
1953732.0,39860827.86335832
3346518.0,1792769.6689072112
136333522.0,115028222.28213677
98800000.0,39861637.41474533
24690441.0,108943236.40263797
77676735.0,9976139.091463335
299965036.0,83452372.79205547
21000000.0,22333405.84842567
747872.0,41787796.396062136
3666789.0,14289166.958866298
223387299.0,160330267.2121544
74541707.0,175075275.95167166
17133446.0,34229254.362816505
3360800.0,39730879.87405062
8000000.0,992745.4274108335
6969292.0,14158392.401650622
1445638421.0,434573889.45791805
272742922.0,51934373.05714743
40000000.0,8391470.267093226
2221278.0,-9963.69629927259
99138899.0,220277656.11093277
155010032.0,157759667.77257097
3210139.0,2659718.6427937755
90029656.0,115300351.48171145
1663075401.0,779027603.212403
9250000.0,1474098.6854509208
7500000.0,9734516.018145278
13767037.0,39993834.15790583
359009.0,-4434336.910476861
6354317.0,78121333.36288804
15478800.0,69830429.58073539
72629670.0,70880597.6299975
12195626.0,64002191.42445806
2193982.0,84947771.99150853
552639571.0,370980550.96250224
181813770.0,13836293.923786685
12916151.0,16048322.065693468
13128530.0,30614601.666719988
87987055.0,56638307.27780186
11000000.0,15855229.068198878
5728953.0,-712966.3210098436
1600000.0,1178531.0769678932
122195920.0,49202313.09093223
785900000.0,331730922.08547544
2049595.0,-3888215.3908124613
742898.0,9797917.852781992
38673750.0,55020176.99610194
10158.0,-5097743.523809365
90683916.0,130163104.97296183
33736689.0,17368027.71943319
61279452.0,206101702.02971518
268117.0,-795390.6455614939
7315040.0,8572999.066643402
11829959.0,63846127.907073066
732000.0,-4086820.2944471
13218980.0,3104040.602993693
13785015.0,100243605.49142535
49400000.0,34259623.896060646
2000000.0,-1593276.6781925005
8400000.0,8338039.875550469
301913131.0,385850890.2500828
120000000.0,223115583.47317863
3602884.0,3822551.227761492
1081041287.0,747877915.4398408
4197729.0,84984231.78730875
3230000.0,7260254.25243073
6342668.0,3847377.4702965114
329945.0,84896020.6695092
14061361.0,24863838.75878755
160542536.0,55600925.17443622
28548025.0,-3688791.2048696103
156835339.0,85364001.33797126
24.0,-5356678.821188736
2827107.0,48847849.51696002
178104.0,27839423.775569685
36000000.0,-4220733.580200551
2100000.0,7703207.734964928
2801508.0,893140.623423717
2697930.0,15833910.881674241
15200000.0,-4746937.7110081455
160638883.0,85439769.35111858
56106607.0,149786371.33180332
30156002.0,79066972.96184485
3470487.0,84799803.98799366
66468332.0,43574753.72847963
16000000.0,-2579444.919227099
16930185.0,81875820.37628733
57200000.0,4841626.5070854295
25399945.0,25032225.44728594
4594452.0,42773417.78887708
587204668.0,401810256.05350196
268375616.0,903549866.6882715
11840661.0,9675015.958879767
23218000.0,-2315356.3636163715
748453.0,3974986.755597284
331500000.0,327015375.2062876
110317580.0,190299299.2452221
11336986.0,13659451.920801729
64828421.0,55410110.91417914
82800000.0,130003773.26664408
2700000.0,11502199.787288249
1183258.0,9811140.525436513
38413606.0,84981803.13314772
154856263.0,37226213.89743154
12090735.0,4192726.0953186695
18948425.0,18946370.049630724
22099847.0,67404469.98896465
306505.0,-5090647.53492551
322619.0,-4130829.7335563246
2281585.0,39763561.76337812
48965210.0,21900996.680504672
239828.0,1257708.5980412215
13092000.0,6577482.763415705
42345360.0,31537278.54648958
492000.0,5669024.308239222
411002906.0,537821362.6734041
3500000.0,3094286.6144134738
77628265.0,340448490.93146044
2015810.0,5456542.719969893
327311859.0,95760002.20558938
22844291.0,63897639.36199476
8009329.0,73021984.91754137
1162014.0,-5219585.078770953
20424259.0,-1817411.8674072428
17535962.0,9137527.756375747
36733909.0,91170921.30772395
48059189.0,23305598.3203543
26700000.0,61376962.25794367
12128105.0,24774997.989909217
64110728.0,4860814.055565501
3469151.0,-2132636.579353129
45500797.0,115082941.95922181
9738741.0,27200501.80615678
9341824.0,10153190.978141217
105232691.0,65223834.45084308
5731103.0,1912253.4569531651
47527.0,12797819.394559175
153083102.0,28482957.161474407
16000000.0,18388549.77204373
21001563.0,31229918.869887553
5127426.0,23175573.52159444
22889018.0,14502271.84082228
11875866.0,66990459.412970036
112983889.0,25563411.09070429
46366411.0,111703664.28624442
15306000.0,-4544358.888272015
133718711.0,310784659.7712961
17970000.0,29530254.37662574
179179718.0,229656320.7355398
8249053.0,14797771.25153685
13450000.0,56107561.99660269
14743391.0,-2976629.56346796
165615285.0,127402920.59189415
20572691.0,30913084.443719022
64256513.0,39964060.65689463
1964253.0,21702086.90637748
149270999.0,148734447.28685617
8124257.0,20664834.125102032
1200000.0,-2926534.1618042993
1300000.0,-3377299.648445027
4627375.0,39853062.16671994
9644124.0,6134694.861874297
1595417.0,14338862.394184776
53424681.0,34622512.80113471
177977226.0,235296053.35218227
3368452.0,2556735.1048864704
476684675.0,48902719.110968575
3100000.0,24736589.274103228
6582052.0,34073487.04381741
44462.0,5347912.917186832
361366633.0,175949201.66564292
30833138.0,26541678.98344591
310634054.0,491149107.0457924
698491347.0,201018041.26579547
96085477.0,241195591.99728608
67872296.0,19701025.701536257
177378645.0,73400075.39866044
212404396.0,193396946.62113476
6638849.0,-1437409.0052124881
35602350.0,71778719.935425
6000000.0,7029577.991074799
10247262.0,54228838.26341356
2379154.0,10070796.63697427
30894796.0,-2120373.37500914
59000000.0,55029951.57951549
106269971.0,88070515.46041852
833779.0,-2859992.3026086465
87793.0,54897035.235122085
5812.0,40083184.64432414
3767399.0,25490161.681872103
158933.0,25347560.704219263
73621640.0,544476624.6592561
13323144.0,102850184.99265377
769028.0,13102600.500076648
55000000.0,142672382.95521736
76073488.0,175225192.87519234
3189418.0,28198264.9237087
28121100.0,109393406.94058576
27.0,-5232528.014842893
95696996.0,179304166.44908643
20000000.0,23121597.859245867
590416.0,24772089.601592917
116799.0,-1209749.8158906084
302204.0,3750950.9050880317
445135288.0,415931700.3413275
6858261.0,14085313.504575282
27118000.0,33785946.38450481
126297830.0,54922491.128735885
479226.0,1266934.615812732
40924982.0,71262677.4169491
170823080.0,201221178.69716597
7825000.0,26212768.82406242
2.0,-5358723.769247174
204334455.0,223255665.8465163
38400000.0,174955822.14701045
4184000.0,39827046.89538314
18937262.0,54923990.29797109
10846026.0,36794213.29061445
9221.0,6890275.185739415
68696770.0,123963312.71343093
119266.0,-2464627.6787622357
11137801.0,70309713.9852309
33956608.0,175061393.64455366
78176181.0,175095364.81942344
15300000.0,12836348.04390398
9771658.0,55184096.160279416
170255.0,12943958.411607098
631221.0,-1966759.1066185096
26000000.0,55095525.241863415
409231607.0,370907571.4041324
76196538.0,40132627.245701246
1149000.0,-5205003.2676845025
1000000.0,-3747408.7219661823
58834384.0,79936221.26780225
224012234.0,230328926.19852853
721651.0,-5305576.631683664
32482682.0,36882064.60779755
43059790.0,-905434.6793457
12000000.0,9914643.169435166
173930596.0,117117854.31232163
497400000.0,267589787.1515152
8493890.0,114884391.98571107
1171761.0,13962141.760210719
13000000.0,75892538.13770494
69075.0,61441696.38551988
2602149.0,194039322.4966067
7.0,-5188328.193973609
18381890.0,100075158.83615756
1072602.0,18164764.994894058
318155.0,-4134658.2182470756
7100000.0,3692153.4876832347
10000000.0,25006675.668158356
7875862.0,12827323.045108039
143695338.0,190298189.85998803
9816332.0,14172394.64230745
65070412.0,49077252.39333131
1800000.0,-3332103.954390693
14293601.0,-603886.7674562214
635064.0,5896849.0158730075
197011982.0,109758514.61612795
3484331.0,126961025.4681247
45431.0,860188.883633879
5176467.0,-4768760.920797063
7133082.0,193551.03560318705
